student_id,age,gender,branch,cgpa,internships,projects,coding_score,aptitude_score,communication_score,python_skill,sql_skill,excel_skill,power_bi_skill,dsa_skill,cloud_skill,cybersecurity_skill,placed,company_type,package_lpa
S0256,21,Male,IT,8.52,0,5,86.69,80.28,81.93,1,1,1,0,1,0,0,1,Service,7.24
S0257,21,Female,ME,6.97,0,3,69.4,52.88,78.21,1,1,0,1,0,0,0,0,,
S0258,22,Prefer not to say,IT,6.23,0,0,73.86,65.07,63.83,1,1,1,0,1,0,0,1,Service,3.56
S0259,22,Male,CE,5.58,3,2,44.69,58.82,55.31,1,1,0,1,0,1,0,1,Service,4.84
S0260,20,Female,CSE,7.12,1,4,86.34,67.07,81.03,1,1,1,0,0,1,0,1,Startup,14.51
S0261,24,Female,ME,7.26,1,2,72.44,71.39,58.9,0,1,1,1,1,0,0,1,Product,20.49
S0262,20,Female,CSE,7.33,0,0,53.55,73.46,96.0,1,0,1,0,1,0,0,1,Service,6.53
S0263,19,Male,ECE,6.31,0,5,83.49,63.34,78.63,1,1,1,1,0,1,1,1,Service,3.94
S0264,21,Female,IT,5.85,1,6,62.09,72.82,63.23,1,1,1,0,1,0,0,1,Startup,10.03
S0265,19,Female,CSE,7.07,3,0,62.15,58.03,92.01,1,1,1,1,1,0,1,1,Other,3.84
S0266,20,Male,CSE,7.84,2,2,82.11,61.8,96.0,1,1,1,1,1,0,0,1,Product,13.53
S0267,22,Prefer not to say,IT,8.51,0,2,88.84,79.74,89.39,1,1,1,1,1,0,0,1,Service,6.16
S0268,19,Female,ECE,7.32,0,1,53.0,59.5,79.47,0,0,1,1,0,0,0,0,,
S0269,20,Male,CE,6.64,1,0,80.86,60.8,83.09,1,1,1,1,0,0,0,1,Service,6.78
S0270,22,Male,IT,7.7,1,0,64.58,69.05,71.94,0,1,0,0,1,0,0,0,,
S0271,20,Male,ECE,6.24,0,2,72.71,71.82,96.0,1,1,0,0,1,1,0,0,,
S0272,21,Female,CSE,9.33,0,2,86.99,88.35,87.66,1,0,1,0,1,0,0,0,,
S0273,20,Female,EEE,6.05,1,0,67.24,68.16,77.31,1,1,1,0,1,0,0,0,,
S0274,21,Female,ECE,5.56,0,4,74.54,70.28,51.23,1,1,1,1,1,1,1,1,Product,15.71
S0275,20,Male,CSE,6.03,1,1,53.3,78.22,96.0,0,0,1,0,1,1,0,1,Startup,12.0
S0276,23,Male,IT,8.67,1,3,80.9,86.67,63.48,0,1,1,1,1,1,1,1,Startup,11.83
S0277,23,Male,ECE,7.73,0,1,58.71,83.07,96.0,0,1,1,1,0,0,0,1,Startup,7.12
S0278,22,Female,IT,6.98,1,4,87.99,69.14,63.85,1,1,1,1,1,0,0,1,Product,14.17
S0279,22,Male,CSE,9.47,1,2,89.77,93.05,82.66,1,1,0,1,1,0,0,1,Service,5.82
S0280,20,Male,IT,9.44,0,3,90.3,80.94,71.75,1,1,0,0,1,1,0,1,Product,17.29
S0281,21,Female,ME,6.12,1,1,78.23,74.31,71.19,0,1,1,0,0,0,0,0,,
S0282,21,Non-binary,CSE,6.74,0,1,61.34,63.76,96.0,1,1,0,0,1,1,0,1,Service,6.6
S0283,21,Male,ECE,6.22,1,3,86.25,61.03,68.56,1,1,1,1,1,0,0,0,,
S0284,23,Male,IT,6.95,2,2,90.63,84.18,65.14,1,1,0,1,1,0,0,1,Product,23.73
S0285,20,Female,ECE,6.01,1,0,79.78,83.25,70.8,1,1,1,0,1,1,0,1,Service,6.08
S0286,21,Male,IT,8.22,1,1,61.84,90.56,82.34,1,1,0,0,1,0,0,1,Startup,11.82
S0287,21,Female,CSE,7.35,1,2,82.31,68.28,67.85,1,1,1,0,1,1,0,1,Service,6.33
S0288,22,Female,IT,5.51,3,1,51.71,70.6,91.3,1,1,0,1,1,1,0,1,Product,11.74
S0289,20,Female,ECE,5.71,0,3,61.37,62.64,81.97,1,1,1,0,1,1,0,0,,
S0290,21,Female,CSE,8.71,2,2,75.94,77.2,91.3,1,1,0,0,1,0,0,0,,
S0291,22,Male,CE,7.39,0,1,66.38,97.0,96.0,1,1,0,1,1,1,0,0,,
S0292,22,Female,CSE,5.06,1,0,79.89,60.68,96.0,1,1,1,0,1,0,0,0,,
S0293,21,Female,CSE,7.87,3,2,83.37,92.0,77.81,1,1,1,1,1,0,0,1,Product,14.35
S0294,22,Female,ECE,6.65,1,1,70.14,72.48,66.05,1,1,1,0,1,0,0,0,,
S0295,22,Male,CSE,7.32,0,3,46.69,62.6,96.0,0,1,1,1,1,1,0,1,Service,5.72
S0296,21,Male,CSE,6.33,1,1,62.78,66.08,77.59,1,1,1,1,0,1,0,0,,
S0297,19,Female,EEE,8.87,0,2,72.72,86.6,72.05,1,0,1,0,1,0,0,1,Product,10.92
S0298,21,Male,EEE,7.57,1,1,77.63,86.95,76.06,1,1,0,0,0,0,0,1,Startup,12.35
S0299,23,Female,CSE,8.05,1,3,81.31,51.29,74.66,1,0,0,1,1,0,0,1,Startup,13.58
S0300,22,Female,EEE,8.34,2,1,60.56,67.58,63.4,1,1,0,1,1,1,0,1,Service,8.5
S0301,22,Female,ECE,6.63,1,1,53.19,60.65,93.49,1,1,1,0,0,0,0,0,,
S0302,20,Female,ME,7.52,0,4,73.61,64.97,84.84,0,1,1,1,1,0,1,0,,
S0303,20,Male,IT,6.87,0,1,60.24,76.44,93.3,1,1,1,0,1,0,0,0,,
S0304,19,Male,IT,6.84,2,2,62.47,79.0,85.38,0,0,1,0,1,0,0,1,Startup,9.89
S0305,20,Female,IT,6.19,0,2,86.2,78.3,72.85,1,0,1,0,1,0,0,1,Service,4.48
S0306,22,Male,EEE,7.39,1,2,62.97,63.81,62.4,0,1,0,0,0,0,0,1,Other,5.44
S0307,20,Female,EEE,7.13,3,1,59.03,68.06,67.54,0,1,1,0,1,0,0,1,Startup,12.01
S0308,19,Male,EEE,6.28,2,3,59.16,86.84,93.01,1,1,1,1,1,1,1,1,Startup,12.54
S0309,21,Male,CSE,9.26,0,3,83.93,76.31,58.75,1,1,1,0,1,1,0,0,,
S0310,23,Female,ME,8.11,1,0,74.37,76.97,82.76,1,0,1,1,1,1,0,1,Service,6.13
S0311,20,Male,CSE,5.94,2,4,89.27,72.74,86.45,0,0,1,0,1,1,0,1,Product,28.27
S0312,20,Male,IT,7.45,1,2,55.78,72.01,96.0,1,0,1,0,1,0,0,1,Other,5.03
S0313,21,Male,EEE,5.9,0,2,59.16,66.07,82.02,1,0,1,1,1,0,1,0,,
S0314,19,Male,EEE,7.35,1,2,80.45,60.82,82.93,1,1,1,1,0,1,0,1,Product,15.78
S0315,19,Male,CSE,6.52,0,2,67.34,66.47,61.91,1,0,1,0,1,0,1,0,,
S0316,22,Male,IT,8.61,1,5,96.25,80.27,68.5,1,1,1,1,1,1,1,1,Service,6.9
S0317,23,Female,CSE,5.78,3,1,61.15,61.07,77.7,1,0,1,1,1,1,1,0,,
S0318,22,Male,ME,6.93,1,3,73.06,70.1,96.0,1,0,1,0,1,1,0,1,Service,6.37
S0319,21,Male,IT,8.46,1,4,86.83,74.97,93.14,1,1,1,0,0,1,0,1,Service,4.45
S0320,20,Male,ECE,7.2,1,3,73.06,65.46,78.69,0,0,1,1,1,0,1,1,Service,5.04
S0321,21,Female,CSE,7.32,2,0,73.54,74.09,69.96,1,0,0,0,1,0,0,0,,
S0322,21,Female,CSE,8.88,0,3,78.0,89.58,78.69,0,1,1,1,1,0,0,1,Product,14.8
S0323,21,Male,ME,6.45,0,1,70.63,57.96,88.67,1,1,1,1,1,0,0,0,,
S0324,21,Male,ECE,9.29,0,1,80.37,84.84,96.0,1,1,0,0,1,0,0,0,,
S0325,23,Female,CSE,8.27,2,2,78.25,71.94,93.83,1,1,1,1,1,1,0,1,Startup,18.88
S0326,22,Female,ECE,6.4,0,1,56.25,75.07,84.65,1,1,1,0,1,0,0,0,,
S0327,22,Female,CSE,5.01,1,1,72.31,66.65,96.0,1,1,1,1,1,0,0,1,Service,7.31
S0328,22,Male,CE,7.07,1,3,69.19,67.52,95.75,1,1,1,1,0,1,0,1,Startup,8.35
S0329,19,Male,ECE,7.06,0,1,71.82,71.32,83.04,0,1,0,0,1,0,0,1,Product,13.19
S0330,21,Female,ECE,8.65,1,10,98.5,67.19,69.31,1,1,1,0,0,0,0,1,Service,6.92
S0331,19,Male,ECE,6.68,1,6,79.47,63.04,88.7,1,1,0,0,0,0,0,0,,
S0332,20,Female,IT,5.53,1,1,63.92,63.91,79.16,1,1,1,1,1,0,0,0,,
S0333,20,Male,IT,6.06,0,0,62.16,81.16,74.03,0,0,1,0,1,0,0,1,Startup,9.69
S0334,20,Male,IT,8.06,0,2,77.76,70.9,67.67,1,1,0,0,1,1,1,0,,
S0335,19,Female,IT,7.41,0,1,74.34,56.53,92.36,0,1,1,0,0,1,0,1,Product,10.4
S0336,21,Female,EEE,7.95,1,1,67.22,87.05,74.55,0,1,1,1,1,0,0,0,,
S0337,20,Female,ECE,6.0,1,2,62.29,38.53,58.61,1,1,1,1,1,1,0,0,,
S0338,18,Non-binary,CE,6.72,0,1,55.23,62.65,90.66,1,1,0,1,1,0,0,1,Service,7.05
S0339,22,Male,ME,6.61,0,1,60.47,67.65,89.15,1,0,1,1,0,0,0,0,,
S0340,20,Female,IT,7.75,0,3,78.45,44.94,63.56,1,0,1,0,1,0,0,0,,
S0341,22,Male,CE,6.52,2,2,62.5,63.43,96.0,1,1,1,1,0,0,0,1,Product,17.52
S0342,20,Male,IT,8.23,1,1,68.67,67.52,96.0,0,1,1,1,1,0,0,1,Service,5.54
S0343,20,Male,CSE,6.36,1,3,69.0,64.83,78.0,1,1,1,0,0,0,0,0,,
S0344,21,Female,CSE,7.78,0,2,68.82,59.21,96.0,0,1,1,1,1,0,0,0,,
S0345,21,Female,CSE,7.23,2,2,61.03,70.83,91.7,1,1,1,1,0,0,0,1,Product,15.61
S0346,21,Female,ECE,6.71,0,2,86.95,56.63,80.16,1,1,1,1,0,0,0,1,Service,6.91
S0347,23,Female,EEE,7.55,0,2,75.99,85.51,85.8,1,1,0,1,1,0,0,1,Product,14.98
S0348,23,Male,IT,6.62,0,1,78.28,68.51,89.16,0,1,1,0,1,0,1,1,Service,5.75
S0349,21,Male,IT,6.27,1,3,79.48,69.96,92.74,1,1,0,1,1,1,0,1,Product,19.45
S0350,21,Non-binary,IT,7.55,2,1,74.22,87.25,54.31,1,1,1,0,1,0,1,0,,
S0351,19,Female,IT,6.97,1,4,95.15,62.46,79.69,0,1,1,1,1,0,0,0,,
S0352,19,Male,EEE,8.77,1,2,89.31,39.92,89.47,1,1,0,0,0,0,0,1,Product,13.94
S0353,20,Male,CE,8.68,1,1,67.58,79.15,58.57,1,1,1,0,0,0,0,1,Startup,10.37
S0354,21,Male,ECE,7.27,0,2,66.28,48.41,94.54,1,1,0,0,1,0,0,1,Product,14.37
S0355,21,Male,CSE,7.8,0,2,75.48,69.23,96.0,1,1,1,1,1,1,1,1,Product,8.77
S0356,21,Male,ECE,7.35,2,1,68.7,68.08,96.0,1,1,1,1,1,0,0,0,,
S0357,22,Female,IT,8.13,0,2,79.13,62.09,96.0,1,1,1,0,1,0,0,1,Service,6.15
S0358,22,Female,CE,6.65,4,0,58.07,60.22,96.0,0,1,1,1,0,1,0,1,Service,5.08
S0359,19,Female,EEE,7.6,0,1,72.27,96.08,79.47,1,1,1,1,1,0,0,0,,
S0360,21,Male,CE,7.18,1,1,69.6,78.55,96.0,0,1,1,1,0,0,0,0,,
S0361,20,Male,IT,7.59,0,0,45.8,80.48,82.34,1,1,0,0,0,1,1,0,,
S0362,20,Male,CSE,5.46,0,3,53.43,65.5,82.58,1,1,1,1,1,1,1,0,,
S0363,19,Male,CSE,9.35,0,3,98.5,70.81,71.12,1,1,1,0,1,0,0,1,Startup,16.41
S0364,22,Female,ECE,5.79,0,0,54.27,62.2,81.73,1,1,1,0,1,1,0,1,Service,4.78
S0365,20,Male,IT,7.65,0,1,83.74,76.27,62.0,1,1,1,0,1,1,0,0,,
S0366,22,Female,ECE,9.03,2,0,71.01,92.16,82.56,1,1,1,1,1,1,0,0,,
S0367,23,Male,CSE,6.31,3,2,70.2,67.58,56.33,1,0,1,1,0,1,0,0,,
S0368,21,Male,IT,6.13,0,1,73.81,67.48,95.73,1,1,1,1,1,0,0,0,,
S0369,22,Male,EEE,5.56,1,2,58.52,60.57,74.25,1,0,1,0,1,0,0,1,Service,5.73
S0370,21,Female,IT,8.07,1,4,81.04,94.43,68.45,1,1,1,1,1,0,0,1,Startup,15.63
S0371,22,Female,IT,4.93,1,0,61.11,46.43,83.74,1,1,1,1,1,0,0,1,Product,11.82
S0372,21,Female,IT,7.85,2,1,82.36,84.58,64.65,1,1,0,1,1,1,0,1,Product,13.41
S0373,19,Male,CE,6.66,0,3,69.88,73.21,82.78,1,1,1,0,0,0,0,1,Service,4.36
S0374,22,Prefer not to say,IT,6.95,0,2,75.44,48.13,72.21,1,1,1,0,1,1,0,1,Service,6.03
S0375,22,Male,CE,8.1,1,2,95.47,71.58,83.68,1,1,1,1,1,0,0,1,Startup,18.4
S0376,24,Male,ME,7.35,1,2,77.3,73.73,77.2,0,1,1,0,1,0,0,1,Product,16.04
S0377,20,Prefer not to say,EEE,6.32,1,2,61.0,65.03,80.25,0,1,0,1,1,0,0,1,Other,5.52
S0378,21,Male,CSE,7.74,0,0,73.28,81.44,79.9,1,1,1,1,0,1,0,0,,
S0379,21,Female,ECE,6.32,1,2,76.07,72.48,69.31,1,1,1,0,1,0,0,0,,
S0380,22,Male,CSE,7.81,0,2,65.82,84.5,96.0,1,1,1,1,1,0,0,1,Startup,8.72
S0381,21,Male,CE,7.32,1,0,62.77,79.12,89.25,1,1,1,1,1,0,0,1,Other,4.61
S0382,20,Female,EEE,8.1,0,0,70.93,73.76,69.3,1,1,1,0,0,0,0,0,,
S0383,19,Male,CSE,8.08,0,1,56.64,60.63,76.58,0,1,1,0,1,0,0,1,Service,7.87
S0384,21,Male,EEE,8.58,1,1,81.92,85.26,82.31,1,1,1,1,1,1,1,1,Service,5.08
S0385,19,Female,ECE,9.82,1,2,98.5,79.71,86.54,1,1,1,0,1,0,0,1,Product,13.3
S0386,23,Male,IT,7.32,1,3,78.57,92.28,88.27,1,1,1,0,1,0,1,0,,
S0387,21,Male,IT,4.56,0,2,71.44,45.49,96.0,1,1,1,0,1,0,0,0,,
S0388,21,Male,EEE,6.85,1,1,58.63,65.31,96.0,1,1,1,0,0,1,0,1,Product,15.65
S0389,21,Female,ECE,6.64,2,2,68.28,78.84,86.88,1,1,0,1,1,0,0,0,,
S0390,20,Prefer not to say,EEE,6.16,2,2,68.93,74.72,91.85,0,1,1,0,1,0,0,0,,
S0391,23,Male,ME,5.99,0,1,67.24,61.14,70.78,1,1,0,1,0,0,1,1,Startup,13.53
S0392,22,Female,CSE,6.11,2,2,58.1,72.24,94.58,1,1,1,0,1,0,0,1,Startup,9.68
S0393,22,Male,CSE,6.71,1,1,80.93,70.51,76.76,1,1,0,1,0,0,0,0,,
S0394,21,Female,CSE,7.14,3,2,73.48,65.94,96.0,1,1,1,1,1,1,0,1,Product,13.95
S0395,19,Male,CSE,9.39,1,2,80.13,89.47,96.0,1,1,1,1,1,1,0,1,Service,8.27
S0396,19,Non-binary,CSE,8.3,0,1,77.57,97.0,62.31,1,0,1,1,1,0,1,1,Service,6.13
S0397,19,Male,IT,6.57,0,1,50.73,70.72,67.55,1,1,1,1,0,0,0,0,,
S0398,21,Female,ME,7.39,1,0,67.65,70.87,55.83,1,1,1,1,0,1,0,0,,
S0399,20,Male,ECE,6.4,2,1,68.02,57.53,59.76,0,0,1,0,1,0,0,1,Product,10.64
S0400,21,Male,ECE,7.23,0,2,83.68,60.43,69.9,1,1,1,1,1,1,0,1,Other,4.65
S0401,19,Male,EEE,7.67,0,1,62.82,59.65,96.0,1,1,1,1,1,0,0,0,,
S0402,20,Female,CSE,6.89,0,1,75.81,62.15,80.86,1,1,1,1,1,0,0,1,Service,5.62
S0403,22,Male,CSE,6.33,1,2,68.16,64.14,59.8,0,1,1,1,1,0,0,0,,
S0404,20,Female,IT,5.38,1,1,54.49,70.68,80.53,0,0,0,1,1,0,0,1,Service,6.02
S0405,20,Male,CSE,8.87,1,1,85.32,97.0,84.26,1,1,1,1,0,0,0,1,Service,6.29
S0406,20,Non-binary,CSE,6.81,0,3,79.17,73.14,95.31,1,1,1,0,1,0,1,1,Service,4.94
S0407,19,Female,ME,9.02,2,3,80.93,92.83,89.09,1,1,1,0,1,0,0,1,Startup,16.38
S0408,21,Male,IT,7.28,1,3,86.33,73.8,96.0,1,1,0,0,1,1,0,1,Service,6.37
S0409,20,Female,CSE,6.19,1,0,67.6,61.45,74.17,1,1,1,1,0,0,1,1,Service,7.06
S0410,20,Male,IT,6.04,0,2,66.3,70.94,41.6,1,1,0,1,1,0,0,0,,
S0411,21,Female,CSE,8.05,1,2,88.85,83.69,82.05,1,1,1,1,1,1,0,0,,
S0412,19,Female,ECE,6.1,0,3,66.53,82.16,84.9,1,1,1,1,1,1,0,1,Service,5.37
S0413,21,Female,CSE,5.54,1,2,59.4,55.34,64.61,1,1,1,0,1,0,0,1,Product,17.53
S0414,21,Female,ECE,5.9,3,1,75.41,73.66,70.03,0,1,1,1,1,1,0,1,Product,10.1
S0415,21,Male,ECE,6.57,3,0,61.0,66.92,82.06,0,1,1,1,1,0,1,1,Service,4.69
S0416,21,Female,CSE,5.37,0,5,70.71,67.05,68.21,1,1,0,1,1,0,0,1,Other,6.6
S0417,21,Male,CSE,8.18,1,2,77.32,63.11,76.48,1,1,1,0,0,1,0,0,,
S0418,19,Female,CSE,7.81,2,2,80.38,84.87,96.0,1,1,1,0,1,1,1,0,,
S0419,21,Male,ME,6.53,0,2,67.86,60.16,88.4,1,0,1,0,1,0,0,0,,
S0420,19,Female,CSE,6.87,0,1,77.01,64.7,83.17,1,1,1,1,1,0,1,1,Service,6.19
S0421,22,Male,CSE,8.3,0,2,84.81,79.14,88.15,1,1,1,1,1,0,0,1,Product,15.97
S0422,22,Male,ECE,5.87,0,4,82.43,64.45,79.62,1,0,1,0,0,1,1,1,Product,14.93
S0423,23,Male,ECE,8.58,0,1,75.83,80.79,59.01,1,1,1,0,1,1,0,1,Service,4.93
S0424,19,Female,IT,7.5,2,2,72.09,71.53,96.0,1,1,1,1,0,0,1,1,Startup,9.51
S0425,21,Male,CSE,6.03,0,3,74.73,69.4,62.57,1,1,1,1,1,1,0,1,Service,6.46
S0426,21,Male,ECE,7.41,1,2,59.14,63.75,81.57,0,1,1,0,0,0,0,0,,
S0427,23,Male,CSE,7.58,1,1,65.76,80.72,95.24,1,1,1,1,1,1,0,1,Service,5.97
S0428,21,Female,ECE,7.5,1,2,62.6,65.53,79.9,1,1,1,1,1,1,0,1,Startup,9.33
S0429,20,Female,CSE,6.06,1,0,66.03,87.76,87.1,1,1,1,1,1,0,0,0,,
S0430,22,Female,IT,6.5,0,3,86.44,53.35,64.51,1,1,1,0,0,1,1,1,Service,4.87
S0431,21,Male,EEE,7.23,1,1,55.29,73.87,80.71,0,0,1,0,1,1,0,1,Product,13.15
S0432,22,Female,CSE,9.11,1,1,76.82,88.28,65.01,1,1,1,1,1,0,0,1,Product,20.97
S0433,21,Female,ECE,7.55,1,2,72.21,67.47,80.9,1,1,1,1,1,0,0,0,,
S0434,21,Male,CSE,9.02,1,2,64.07,77.05,74.13,1,1,1,1,1,1,0,1,Startup,13.94
S0435,22,Prefer not to say,CSE,6.72,1,0,62.09,59.36,69.56,0,1,0,0,0,0,0,0,,
S0436,22,Prefer not to say,ME,9.59,1,3,80.56,87.4,81.37,1,0,1,0,1,1,0,0,,
S0437,21,Male,ECE,6.06,0,1,60.21,68.08,70.53,0,1,1,1,0,0,0,0,,
S0438,22,Male,EEE,6.97,0,3,76.47,53.1,91.63,1,1,1,1,0,0,0,0,,
S0439,21,Male,CSE,5.4,0,2,77.14,81.02,84.9,1,1,1,1,1,0,0,1,Product,11.03
S0440,22,Male,CSE,8.72,1,0,89.2,68.32,96.0,0,0,1,1,1,0,0,1,Service,4.55
S0441,23,Male,CE,7.52,1,1,74.09,53.72,96.0,1,1,1,1,1,1,1,0,,
S0442,21,Female,CSE,6.97,2,2,76.12,48.6,95.81,1,0,1,1,1,1,0,0,,
S0443,20,Male,CE,7.65,1,1,63.57,63.99,74.79,1,1,0,0,0,0,1,1,Product,12.2
S0444,20,Female,CSE,6.72,1,2,86.77,68.98,56.55,1,1,0,0,1,0,0,0,,
S0445,22,Male,ME,6.64,1,1,52.37,59.65,96.0,1,1,0,1,0,0,1,1,Startup,10.39
S0446,20,Male,CSE,7.03,0,2,68.25,81.82,70.75,1,1,1,1,1,0,0,1,Service,5.65
S0447,19,Male,ECE,9.6,2,2,75.94,82.01,91.32,1,1,0,1,0,0,0,1,Product,23.32
S0448,24,Male,ECE,6.88,0,5,95.86,70.34,55.54,1,1,1,1,1,1,0,1,Product,25.36
S0449,22,Male,IT,7.57,1,2,84.33,70.02,85.24,1,1,1,0,1,1,0,0,,
S0450,20,Male,CSE,7.29,0,1,71.54,84.54,95.46,1,1,1,0,0,0,1,0,,
S0451,23,Male,ECE,6.66,2,0,84.49,90.12,80.16,0,1,0,0,1,0,1,0,,
S0452,19,Male,CE,8.26,0,4,98.5,74.53,92.3,0,1,1,1,1,0,0,1,Product,23.63
S0453,23,Female,ECE,7.26,1,2,68.98,92.11,80.58,1,1,1,1,0,1,0,1,Startup,12.72
S0454,20,Female,EEE,7.8,1,2,41.65,62.45,68.09,1,1,1,1,0,0,0,0,,
S0455,20,Female,EEE,7.13,3,3,64.85,78.38,96.0,0,1,1,1,0,0,0,0,,
S0456,21,Female,EEE,7.26,2,2,52.29,64.7,86.66,1,0,1,0,1,0,0,1,Startup,6.71
S0457,23,Male,IT,5.9,0,4,64.63,85.88,68.21,1,0,1,0,1,0,0,1,Product,26.42
S0458,21,Male,CSE,7.81,0,9,98.5,80.35,87.27,1,1,1,1,0,1,1,1,Service,6.47
S0459,21,Female,EEE,8.63,0,2,89.72,79.72,88.28,1,1,1,0,1,1,0,1,Service,4.54
S0460,22,Male,CSE,7.0,1,4,64.44,61.52,96.0,1,1,1,1,1,0,0,1,Service,6.39
S0461,19,Male,ECE,7.48,0,2,66.15,75.63,70.4,1,1,1,1,0,0,0,1,Other,4.32
S0462,22,Male,ECE,8.66,2,1,69.93,66.6,96.0,1,1,1,1,1,0,1,1,Service,5.89
S0463,20,Male,ECE,6.03,1,1,64.04,61.91,69.4,0,0,1,0,1,0,0,0,,
S0464,21,Female,CSE,8.28,1,2,78.01,79.65,74.6,1,1,1,0,0,0,1,1,Startup,10.29
S0465,21,Female,ECE,7.84,1,2,61.55,80.33,80.52,1,1,1,1,0,0,0,1,Product,11.91
S0466,20,Male,ECE,7.37,1,1,84.49,69.13,47.75,1,1,0,0,1,0,0,1,Other,4.98
S0467,22,Male,ME,5.67,1,3,45.52,64.32,72.34,1,1,1,1,1,1,1,0,,
S0468,20,Female,IT,8.83,2,1,92.39,97.0,83.9,1,1,1,0,1,1,0,1,Service,6.5
S0469,19,Male,ECE,6.06,1,0,50.02,55.45,63.09,1,0,0,1,1,0,0,0,,
S0470,21,Female,IT,6.65,0,2,51.4,67.91,72.11,1,0,1,1,1,0,0,0,,
S0471,22,Male,CSE,6.39,0,4,82.97,75.84,81.21,1,1,1,1,1,1,0,1,Service,4.8
S0472,21,Male,ECE,7.64,0,1,60.57,69.07,80.78,1,1,1,1,1,0,0,1,Service,6.78
S0473,20,Female,CSE,6.57,1,2,83.58,73.26,57.37,1,1,1,0,1,1,0,0,,
S0474,23,Female,ECE,6.84,0,2,73.82,70.39,80.44,1,1,1,1,0,0,0,1,Service,6.86
S0475,21,Non-binary,IT,5.04,2,2,53.87,43.45,81.68,0,1,0,0,1,0,0,1,Service,5.07
S0476,22,Female,ECE,5.08,2,1,55.27,43.39,56.62,1,1,1,0,0,0,0,1,Other,4.6
S0477,22,Female,ME,7.08,1,3,88.89,88.09,93.26,1,1,1,1,1,0,0,1,Product,12.29
S0478,20,Male,ECE,6.97,1,1,55.81,60.92,91.0,1,0,0,0,1,0,0,0,,
S0479,22,Female,EEE,6.57,0,2,64.84,83.67,82.17,1,1,1,1,0,0,0,0,,
S0480,21,Female,ECE,7.3,1,0,63.88,52.46,91.5,1,1,0,0,1,1,0,1,Startup,13.24
S0481,23,Prefer not to say,IT,6.2,2,1,68.27,74.77,96.0,1,1,1,0,1,0,1,1,Startup,11.24
S0482,20,Male,ECE,9.21,0,8,96.54,85.94,95.24,0,0,1,0,1,0,0,1,Product,21.7
S0483,21,Male,CSE,7.43,0,1,65.0,72.96,96.0,0,0,1,1,1,1,0,0,,
S0484,20,Female,ECE,7.8,0,0,51.86,89.62,70.19,1,1,1,1,0,1,0,1,Service,6.2
S0485,21,Male,CSE,7.56,1,3,83.45,66.88,94.44,1,1,1,1,1,0,0,0,,
S0486,20,Male,CSE,9.71,0,1,82.57,78.62,93.78,1,1,1,1,1,0,0,0,,
S0487,20,Male,IT,6.94,1,3,65.09,80.35,69.05,1,1,1,1,1,1,0,1,Product,18.39
S0488,22,Female,CE,8.98,1,2,96.44,97.0,78.51,1,1,1,1,1,0,0,1,Product,13.93
S0489,19,Male,ECE,8.73,0,4,84.95,90.31,66.38,1,1,1,1,1,0,1,0,,
S0490,20,Female,CSE,6.77,0,1,64.72,95.32,96.0,1,0,1,0,1,0,1,1,Startup,9.45
S0491,20,Female,CSE,6.54,2,4,84.11,82.12,96.0,1,0,0,0,1,1,0,1,Startup,8.45
S0492,23,Male,IT,7.67,0,0,68.77,88.31,78.85,1,1,1,0,1,1,0,1,Product,13.0
S0493,21,Male,ME,8.53,1,4,90.44,62.08,96.0,0,1,1,1,1,0,0,1,Product,19.44
S0494,23,Male,CSE,8.16,1,1,70.63,70.74,96.0,0,1,1,0,1,1,0,1,Service,5.24
S0495,22,Female,ME,5.09,0,1,57.73,50.4,77.39,1,1,1,1,0,1,0,1,Startup,12.53
S0496,22,Male,CSE,7.27,1,7,98.5,56.85,73.09,1,1,1,1,1,1,0,0,,
S0497,23,Male,ECE,5.82,1,2,60.06,75.44,74.7,1,1,1,1,1,1,0,0,,
S0498,23,Male,IT,8.38,0,4,85.51,65.81,82.21,1,1,1,1,1,1,1,0,,
S0499,23,Male,IT,6.09,1,2,54.87,50.01,77.96,0,0,1,1,1,0,1,0,,
S0500,22,Female,CSE,8.17,0,2,74.45,66.0,69.54,1,1,1,1,1,0,0,1,Product,15.75
S0501,21,Male,IT,7.78,0,2,58.8,93.81,87.26,0,1,1,1,1,0,0,0,,
S0502,22,Female,CSE,6.72,1,1,77.52,46.77,76.34,1,0,1,0,0,1,0,1,Product,14.88
S0503,22,Female,CSE,7.3,1,2,80.21,73.33,47.4,1,1,1,1,0,1,0,1,Product,13.91
S0504,22,Male,EEE,5.37,2,3,51.98,52.07,75.82,0,1,1,1,1,0,0,0,,
S0505,21,Male,IT,7.08,5,1,73.11,75.55,84.22,1,0,1,0,1,0,1,1,Product,25.66
S0506,21,Female,ECE,5.82,3,0,49.89,56.02,58.48,1,0,1,0,1,0,1,0,,
S0507,20,Female,CSE,5.63,2,1,53.75,65.39,86.22,1,1,0,0,1,0,0,1,Startup,9.0
S0508,21,Male,IT,6.41,1,4,76.36,79.82,73.5,1,1,1,1,0,0,0,1,Startup,12.01
S0509,22,Male,ECE,8.02,0,3,75.88,76.1,83.54,1,1,1,0,1,0,0,1,Startup,10.65
S0510,21,Non-binary,IT,6.78,1,2,66.4,73.33,73.53,0,1,1,0,0,0,1,1,Service,4.01
S0511,19,Male,ECE,8.36,2,1,68.57,79.53,85.75,1,0,1,1,1,0,0,0,,
