student_id,python_skill,sql_skill,excel_skill,power_bi_skill,dsa_skill,cloud_skill,cybersecurity_skill,technical_skill_count
S0694,1,1,1,0,0,1,0,4
S0695,1,1,1,0,1,0,0,4
S0696,1,0,1,0,1,0,0,3
S0697,0,0,1,0,1,0,0,2
S0698,1,1,1,1,1,1,0,6
S0699,0,1,0,0,0,0,0,1
S0700,1,1,1,1,1,0,0,5
S0701,0,1,1,0,1,0,1,4
S0702,0,1,1,0,1,1,1,5
S0703,1,0,1,0,1,0,0,3
S0704,1,1,1,0,1,0,0,4
S0705,1,0,1,1,1,0,0,4
S0706,1,1,1,1,0,0,0,4
S0707,1,1,1,1,0,0,1,5
S0708,0,1,1,0,0,0,0,2
S0709,0,0,1,1,0,0,0,2
S0710,0,1,1,1,1,1,0,5
S0711,0,1,1,1,0,0,1,4
S0712,1,1,0,1,0,0,0,3
S0713,1,1,1,0,1,1,0,5
S0714,1,1,1,1,0,1,0,5
S0715,0,1,1,0,0,1,0,3
S0716,1,1,0,0,1,0,1,4
S0717,1,1,1,1,0,1,0,5
S0718,1,1,1,1,0,0,0,4
S0719,0,0,1,1,0,0,0,2
S0720,1,1,1,1,0,0,1,5
S0721,1,1,1,1,1,1,1,7
S0722,0,0,1,1,1,1,0,4
S0723,0,1,1,1,1,0,0,4
S0724,1,1,1,1,0,1,0,5
S0725,1,1,1,1,1,0,0,5
S0726,1,0,1,0,1,0,0,3
S0727,1,0,1,0,0,0,0,2
S0728,1,0,1,0,0,0,0,2
S0729,1,1,1,0,1,1,0,5
S0730,1,1,1,1,1,0,1,6
S0731,0,0,1,1,0,0,0,2
S0732,1,1,1,1,1,1,0,6
S0733,1,0,1,0,0,0,0,2
S0734,1,1,0,0,1,1,1,5
S0735,1,1,0,0,1,1,0,4
S0736,1,1,1,1,1,1,1,7
S0737,0,1,1,1,1,0,0,4
S0738,1,1,1,0,1,1,0,5
S0739,1,0,0,0,1,1,0,3
S0740,1,1,1,0,1,0,0,4
S0741,1,1,1,0,0,1,0,4
S0742,1,1,1,0,1,1,0,5
S0743,0,1,1,0,1,0,0,3
S0744,1,1,1,1,0,0,0,4
S0745,0,1,1,1,1,0,0,4
S0746,0,1,1,0,0,0,1,3
S0747,0,1,1,1,1,0,0,4
S0748,1,1,1,0,0,0,0,3
S0749,1,1,1,0,1,0,0,4
S0750,1,1,1,0,1,0,0,4
S0751,1,1,1,1,0,1,0,5
S0752,1,1,1,1,1,0,0,5
S0753,0,1,1,1,0,1,0,4
S0754,1,0,1,1,0,0,0,3
S0755,1,1,1,0,1,0,1,5
S0756,1,0,1,0,1,1,0,4
S0757,0,1,1,1,1,0,1,5
S0758,1,1,1,1,0,1,0,5
S0759,1,1,0,1,1,1,0,5
S0760,1,1,1,1,1,1,0,6
S0761,1,1,0,0,1,1,1,5
S0762,0,1,1,0,1,0,0,3
S0763,1,1,1,0,0,0,0,3
S0764,1,0,1,1,1,0,0,4
S0765,1,1,1,0,0,0,0,3
S0766,1,0,1,0,0,0,0,2
S0767,1,1,1,1,1,0,0,5
S0768,1,0,0,0,1,1,1,4
S0769,1,1,1,0,1,1,0,5
S0770,1,1,1,0,0,0,0,3
S0771,1,1,1,1,1,1,0,6
S0772,1,1,1,0,0,0,0,3
S0773,0,0,1,1,1,0,0,3
S0774,1,1,1,1,0,0,0,4
S0775,1,1,1,1,1,0,0,5
S0776,1,1,0,0,1,1,1,5
S0777,1,1,1,1,1,0,0,5
S0778,1,1,1,0,1,1,0,5
S0779,1,0,0,0,1,0,1,3
S0780,0,1,1,1,1,0,1,5
S0781,1,1,1,1,0,1,0,5
S0782,1,1,1,1,0,1,0,5
S0783,0,1,1,0,1,0,0,3
S0784,1,1,1,1,1,0,0,5
S0785,0,1,1,1,1,0,0,4
S0786,1,1,0,1,1,0,0,4
S0787,1,1,1,1,1,0,0,5
S0788,1,0,1,0,0,0,1,3
S0789,1,1,1,1,1,1,1,7
S0790,1,0,0,0,1,0,0,2
S0791,1,1,0,0,1,0,0,3
S0792,0,1,1,1,0,0,0,3
S0793,1,1,1,1,1,0,0,5
S0794,0,0,1,0,1,0,1,3
S0795,1,1,1,1,0,0,1,5
S0796,1,0,0,0,0,0,0,1
S0797,1,1,1,1,1,0,0,5
S0798,0,1,1,0,0,0,0,2
S0799,1,1,1,0,1,1,0,5
S0800,1,1,1,1,0,0,0,4
S0801,1,1,1,0,0,1,0,4
S0802,1,1,1,1,1,1,1,7
S0803,1,1,1,0,1,0,1,5
S0804,0,1,1,0,1,1,0,4
S0805,0,1,1,1,0,0,0,3
S0806,1,1,1,1,1,0,0,5
S0807,0,0,0,0,1,0,1,2
S0808,1,1,1,0,1,1,0,5
S0809,0,1,1,1,1,0,1,5
S0810,1,1,1,0,1,0,0,4
S0811,1,1,1,0,1,1,0,5
S0812,1,1,1,0,0,0,0,3
S0813,0,0,0,1,1,0,0,2
S0814,1,1,1,0,1,0,0,4
S0815,1,1,1,1,1,1,0,6
S0816,1,0,1,1,0,0,0,3
S0817,0,1,1,1,1,1,0,5
S0818,0,0,1,0,0,0,1,2
S0819,1,1,1,0,1,0,1,5
S0820,1,0,0,0,1,1,0,3
S0821,1,1,1,0,0,0,0,3
S0822,1,1,1,0,1,0,0,4
S0823,0,0,1,0,1,0,0,2
S0824,0,0,1,1,0,0,0,2
S0825,1,0,1,0,1,0,1,4
S0826,1,0,1,1,1,0,1,5
S0827,1,1,0,0,0,0,1,3
S0828,1,1,1,0,1,0,0,4
S0829,0,1,1,1,1,0,1,5
S0830,1,1,1,1,1,0,0,5
S0831,1,1,1,1,1,1,0,6
S0832,0,1,1,0,0,0,0,2
S0833,1,1,1,1,1,0,0,5
S0834,1,1,1,1,1,0,1,6
S0835,0,0,1,1,1,0,0,3
S0836,1,1,0,0,0,1,0,3
S0837,1,1,1,1,1,0,0,5
S0838,1,1,1,0,0,0,0,3
S0839,1,1,1,0,1,0,0,4
S0840,1,1,1,1,1,1,0,6
S0841,1,0,1,0,0,0,0,2
S0842,1,1,1,1,0,0,0,4
S0843,1,1,0,1,1,1,0,5
S0844,1,1,1,1,1,0,0,5
S0845,1,1,0,0,0,1,0,3
S0846,1,1,1,1,1,0,0,5
S0847,0,1,1,1,1,0,0,4
S0848,1,1,1,0,0,0,0,3
S0849,1,1,1,1,1,1,0,6
S0850,1,1,1,1,0,0,0,4
S0851,1,1,1,0,1,1,0,5
S0852,1,1,0,1,1,0,1,5
S0853,0,1,1,1,0,0,0,3
S0854,0,1,1,0,1,1,1,5
S0855,1,0,1,0,0,1,0,3
S0856,1,1,1,1,1,0,1,6
S0857,1,1,0,0,1,0,0,3
S0858,1,1,1,0,1,0,1,5
S0859,0,1,1,0,0,0,0,2
S0860,1,1,1,1,0,0,0,4
S0861,0,1,1,0,0,0,0,2
S0862,1,1,1,0,1,1,0,5
S0863,1,0,1,1,0,1,0,4
S0864,1,0,1,1,1,0,0,4
S0865,1,1,1,1,1,0,0,5
S0866,0,1,0,0,0,0,0,1
S0867,1,1,1,1,1,1,0,6
S0868,1,0,1,0,1,1,0,4
S0869,1,1,1,1,1,0,0,5
S0870,1,1,1,1,1,1,0,6
S0871,1,1,1,0,1,0,1,5
S0872,1,1,1,1,1,1,1,7
S0873,1,1,1,0,1,1,0,5
S0874,1,1,1,1,1,0,0,5
S0875,0,1,1,1,1,0,0,4
S0876,1,1,1,1,1,0,0,5
S0877,1,1,1,0,0,0,1,4
S0878,1,1,1,1,1,0,0,5
S0879,1,1,1,1,1,0,0,5
S0880,1,1,0,0,1,0,1,4
S0881,0,1,1,1,1,0,0,4
S0882,0,0,1,0,0,0,0,1
S0883,1,0,1,0,1,1,0,4
S0884,1,1,1,0,0,0,0,3
S0885,1,1,0,1,1,0,1,5
S0886,1,1,1,0,0,0,0,3
S0887,1,1,1,0,1,0,0,4
S0888,1,1,1,0,1,0,0,4
S0889,1,1,1,0,1,0,0,4
S0890,1,1,0,0,1,1,0,4
S0891,0,1,1,1,1,0,0,4
S0892,1,1,1,1,1,0,0,5
S0893,1,1,1,1,1,1,1,7
S0894,1,1,1,0,1,0,1,5
S0895,1,1,1,1,1,0,0,5
S0896,1,1,0,0,1,0,1,4
S0897,1,1,1,0,1,1,0,5
S0898,1,1,1,0,1,1,0,5
S0899,1,0,1,0,1,0,1,4
S0900,1,1,1,1,0,0,0,4
S0901,1,0,1,0,0,1,1,4
S0902,1,1,1,1,1,0,0,5
S0903,1,1,1,1,1,0,0,5
S0904,0,1,1,1,1,0,0,4
S0905,1,1,1,1,0,0,0,4
S0906,1,1,1,1,1,0,0,5
S0907,1,0,1,1,0,0,1,4
S0908,1,1,0,1,0,0,0,3
S0909,0,1,1,1,1,1,0,5
S0910,1,1,1,1,1,1,0,6
S0911,1,0,1,0,1,0,1,4
S0912,1,1,0,0,1,1,0,4
S0913,1,0,1,1,1,1,0,5
S0914,1,1,1,0,0,0,0,3
S0915,1,1,1,0,1,0,0,4
S0916,1,1,0,0,1,0,0,3
S0917,0,1,0,0,0,0,0,1
S0918,1,1,1,1,1,1,0,6
S0919,0,0,1,1,0,0,0,2
S0920,1,1,1,0,1,0,0,4
S0921,1,1,1,1,1,0,0,5
S0922,1,0,1,0,0,1,0,3
S0923,1,0,1,1,0,1,0,4
S0924,1,0,1,1,1,0,0,4
S0925,1,1,1,1,0,0,0,4
S0926,1,1,1,1,0,0,0,4
S0927,1,0,1,0,0,0,0,2
S0928,1,1,1,1,1,0,0,5
S0929,1,1,1,0,0,1,0,4
S0930,1,1,1,0,1,1,1,6
S0931,1,1,0,0,0,1,0,3
S0932,1,1,1,0,0,0,0,3
S0933,1,1,1,0,0,1,1,5
S0934,0,1,1,1,1,0,0,4
S0935,0,1,1,1,0,0,0,3
S0936,0,1,1,0,1,0,0,3
S0937,0,1,1,0,1,0,1,4
S0938,1,1,1,0,1,0,1,5
S0939,1,1,0,0,1,0,0,3
S0940,0,1,1,0,1,0,1,4
S0941,1,1,1,1,0,0,0,4
S0942,0,0,1,0,1,0,0,2
S0943,1,1,1,0,1,0,0,4
S0944,0,1,1,1,1,0,0,4
S0945,1,0,1,0,1,1,1,5
S0946,1,1,1,1,1,1,0,6
S0947,1,1,1,0,1,0,0,4
S0948,1,1,0,0,1,0,0,3
S0949,1,1,1,1,1,0,1,6
S0950,1,1,1,1,1,0,1,6
S0951,1,1,1,0,1,0,0,4
S0952,1,1,1,0,1,1,0,5
S0953,0,0,1,0,1,0,0,2
S0954,1,1,1,1,1,0,0,5
S0955,1,0,1,0,1,0,0,3
S0956,1,1,1,1,1,1,1,7
S0957,1,1,1,0,1,1,0,5
S0958,0,1,0,1,1,0,1,4
S0959,1,0,1,1,1,0,0,4
S0960,1,1,0,1,0,0,1,4
S0961,1,1,1,0,1,0,1,5
S0962,1,0,1,1,1,0,1,5
S0963,1,1,1,1,1,0,0,5
S0964,1,1,1,1,1,0,0,5
S0965,1,1,1,1,0,0,0,4
S0966,0,1,1,1,0,0,0,3
S0967,1,1,1,0,1,0,0,4
S0968,1,1,1,1,0,1,0,5
S0969,0,1,0,0,1,0,0,2
S0970,1,1,0,0,1,0,0,3
S0971,1,0,1,0,1,0,0,3
S0972,1,0,1,0,1,0,0,3
S0973,1,1,0,1,1,1,1,6
S0974,1,1,1,0,0,1,0,4
S0975,1,1,1,1,1,0,0,5
S0976,1,1,0,0,0,0,0,2
S0977,1,0,1,0,0,0,1,3
S0978,1,0,1,0,1,0,0,3
S0979,1,1,1,1,0,0,0,4
S0980,0,1,1,1,1,0,0,4
S0981,1,0,1,1,0,0,0,3
S0982,1,1,1,0,1,0,0,4
S0983,1,1,1,1,1,0,1,6
S0984,1,1,1,1,1,0,0,5
S0985,0,1,1,0,0,0,0,2
S0986,0,0,1,0,1,0,0,2
S0987,0,0,0,0,1,1,1,3
S0988,1,1,0,1,1,0,0,4
S0989,1,1,1,1,1,0,0,5
S0990,1,1,0,1,1,1,0,5
S0991,0,1,1,1,1,0,0,4
S0992,1,0,0,0,1,0,0,2
S0993,1,1,1,1,1,0,0,5
S0994,1,0,1,1,1,0,0,4
S0995,0,0,1,0,1,0,0,2
S0996,1,1,0,1,1,0,1,5
S0997,1,1,1,1,1,1,0,6
S0998,1,0,1,0,1,0,0,3
S0999,1,0,1,0,1,1,1,5
S1000,1,1,1,0,1,1,0,5
S1001,1,1,1,0,1,1,0,5
S1002,1,1,0,1,0,0,0,3
S1003,1,1,1,1,1,0,0,5
S1004,0,1,1,0,1,0,0,3
S1005,1,1,1,1,0,1,0,5
S1006,1,1,1,1,1,0,0,5
S1007,1,0,1,1,1,0,0,4
S1008,0,0,0,0,0,0,0,0
S1009,0,1,1,1,1,0,0,4
S1010,1,1,1,0,1,1,1,6
S1011,1,1,1,1,1,0,0,5
S1012,1,1,1,1,1,0,0,5
S1013,1,1,0,0,0,0,0,2
S1014,1,1,1,1,1,0,0,5
S1015,1,1,1,1,1,1,0,6
S1016,1,0,0,0,1,1,0,3
S1017,0,0,1,1,1,0,1,4
S1018,1,0,1,1,1,1,0,5
S1019,1,0,1,0,1,0,0,3
S1020,1,0,1,0,0,0,0,2
S1021,1,1,1,0,1,1,0,5
S1022,1,0,1,1,1,0,0,4
S1023,0,1,1,0,0,0,0,2
S1024,1,1,1,0,1,1,0,5
S1025,1,1,1,1,1,0,0,5
S1026,0,0,0,0,1,0,1,2
S1027,1,1,1,0,1,1,0,5
S1028,1,1,1,1,1,0,0,5
S1029,1,1,1,0,1,0,0,4
S1030,1,1,1,1,1,0,0,5
S1031,1,1,1,1,0,0,0,4
S1032,1,1,1,1,1,0,0,5
S1033,1,1,1,1,1,1,0,6
S1034,1,1,0,0,0,1,0,3
S1035,1,1,1,1,1,0,0,5
S1036,1,1,1,0,1,1,1,6
S1037,1,1,1,0,1,1,0,5
S1038,0,0,1,1,1,0,0,3
S1039,0,0,0,0,1,0,0,1
S1040,1,1,1,1,1,0,0,5
S1041,1,1,1,1,1,0,1,6
S1042,1,1,1,0,1,0,0,4
S1043,1,1,1,1,1,0,0,5
S1044,0,0,1,0,0,0,0,1
S1045,1,1,1,1,1,0,1,6
S1046,1,1,1,0,1,1,0,5
S1047,1,1,1,0,1,0,0,4
S1048,1,0,1,0,0,1,0,3
S1049,0,1,1,0,1,0,0,3
S1050,1,1,1,1,1,0,1,6
S1051,1,1,1,1,1,0,1,6
S1052,1,1,1,0,0,0,1,4
S1053,0,1,0,1,0,0,0,2
S1054,1,1,1,1,0,1,0,5
S1055,1,1,1,1,1,1,1,7
S1056,1,1,1,1,0,0,0,4
S1057,1,1,1,0,0,0,0,3
S1058,1,0,1,0,0,0,0,2
S1059,1,1,1,1,1,0,0,5
S1060,1,0,1,1,1,1,0,5
S1061,1,1,1,1,1,0,0,5
S1062,0,1,0,1,0,1,0,3
S1063,0,1,1,1,1,0,0,4
S1064,1,1,1,1,1,1,0,6
S1065,1,1,1,1,0,0,0,4
S1066,1,1,1,1,0,1,0,5
S1067,1,1,1,1,1,0,1,6
S1068,1,1,0,0,1,0,0,3
S1069,1,0,1,1,1,0,0,4
S1070,1,1,1,0,1,0,1,5
S1071,1,1,1,1,1,0,1,6
S1072,0,0,1,1,1,0,1,4
S1073,1,1,1,0,1,0,0,4
S1074,0,1,1,0,1,0,1,4
S1075,1,0,1,1,1,0,0,4
S1076,1,1,1,0,0,0,0,3
S1077,1,1,1,0,1,0,0,4
S1078,1,1,1,0,1,0,0,4
S1079,0,1,1,1,1,0,0,4
S1080,1,1,0,1,0,0,0,3
S1081,1,0,1,0,1,0,0,3
S1082,0,0,0,1,0,0,0,1
S1083,1,1,0,0,1,1,0,4
S1084,1,1,1,1,1,1,0,6
S1085,1,0,1,0,1,1,0,4
S1086,1,1,1,1,1,1,0,6
S1087,0,0,1,0,0,0,0,1
S1088,1,1,0,1,1,0,0,4
S1089,1,1,1,1,1,0,0,5
S1090,0,1,1,0,0,0,0,2
S1091,1,0,1,0,1,0,0,3
S1092,1,1,1,1,0,1,0,5
S1093,1,1,1,1,1,0,1,6
S1094,1,1,1,0,1,1,0,5
S1095,0,1,0,1,1,0,0,3
S1096,1,1,1,1,1,0,1,6
S1097,1,1,1,0,1,1,0,5
S1098,0,1,1,0,0,0,0,2
S1099,1,0,1,0,0,1,0,3
S1100,1,0,1,0,0,0,0,2
S1101,1,0,1,0,0,0,0,2
S1102,1,1,1,1,1,0,0,5
S1103,0,0,1,0,1,0,0,2
S1104,1,1,1,1,1,0,0,5
S1105,1,1,1,0,1,0,0,4
S1106,1,1,1,1,1,1,0,6
S1107,1,1,1,1,1,0,1,6
S1108,1,1,1,1,0,0,0,4
S1109,1,1,1,0,1,0,0,4
S1110,1,0,1,0,1,0,0,3
S1111,0,1,1,1,1,1,0,5
S1112,1,1,1,1,0,1,1,6
S1113,0,0,0,0,0,0,1,1
S1114,1,0,0,0,1,0,0,2
S1115,0,1,1,0,1,1,0,4
S1116,1,1,1,1,1,0,1,6
S1117,1,1,1,1,1,1,1,7
S1118,1,1,1,1,1,0,0,5
S1119,1,1,1,0,1,0,0,4
S1120,1,1,1,0,1,0,0,4
S1121,1,1,1,0,0,0,0,3
S1122,1,1,1,0,0,0,0,3
S1123,0,1,1,0,1,0,0,3
S1124,1,1,0,1,0,0,0,3
S1125,1,1,1,0,1,0,1,5
S1126,0,1,0,0,1,0,0,2
S1127,0,1,1,1,1,0,1,5
S1128,0,1,1,1,1,0,0,4
S1129,1,1,1,1,0,1,0,5
S1130,1,1,1,0,1,0,1,5
S1131,1,0,1,0,1,1,1,5
S1132,1,1,1,1,1,0,0,5
S1133,0,1,1,1,0,0,0,3
S1134,0,1,0,1,1,0,0,3
S1135,1,1,1,0,1,1,0,5
S1136,1,1,1,1,0,0,0,4
S1137,1,1,1,0,1,0,0,4
S1138,1,0,1,1,1,0,0,4
S1139,0,1,1,1,0,0,0,3
S1140,1,1,1,0,0,0,0,3
S1141,1,1,0,0,1,0,0,3
S1142,1,1,0,0,1,0,0,3
S1143,1,1,0,1,1,0,0,4
S1144,1,1,1,1,1,0,0,5
S1145,1,1,1,1,1,0,0,5
S1146,1,0,0,0,1,0,1,3
S1147,1,1,0,0,0,0,0,2
S1148,1,1,1,1,1,0,0,5
S1149,1,0,1,1,1,0,0,4
S1150,1,1,0,0,1,1,1,5
S1151,1,1,1,0,1,0,0,4
S1152,1,1,0,0,1,0,0,3
S1153,1,1,0,0,1,0,0,3
S1154,1,0,1,0,1,1,0,4
S1155,1,1,1,1,0,1,0,5
S1156,1,1,1,0,0,0,0,3
S1157,1,1,1,1,1,1,0,6
S1158,1,1,1,0,1,0,0,4
S1159,1,1,1,1,1,0,0,5
S1160,1,0,1,0,0,1,0,3
S1161,1,1,1,1,1,0,0,5
S1162,1,0,0,0,0,1,0,2
S1163,0,1,1,1,0,0,0,3
S1164,1,1,1,1,1,0,1,6
S1165,1,1,1,1,1,1,0,6
S1166,1,1,0,1,1,0,1,5
S1167,0,1,1,1,1,0,1,5
S1168,1,1,1,1,0,0,0,4
S1169,1,0,1,1,1,1,0,5
S1170,1,1,1,0,0,0,0,3
S1171,1,1,1,1,1,1,0,6
S1172,1,1,0,0,1,0,0,3
S1173,1,1,1,0,1,1,0,5
S1174,1,1,1,1,1,0,1,6
S1175,1,1,1,0,1,0,0,4
S1176,1,1,0,0,1,1,0,4
S1177,1,1,1,1,0,1,0,5
S1178,1,1,1,0,1,0,1,5
S1179,1,1,1,1,1,0,0,5
S1180,0,0,1,1,1,0,1,4
S1181,1,1,1,1,0,1,0,5
S1182,1,1,1,0,1,1,1,6
S1183,1,1,1,0,0,0,0,3
S1184,1,1,0,1,1,0,1,5
S1185,1,1,0,0,0,0,0,2
S1186,0,0,1,0,1,0,0,2
S1187,1,0,0,0,1,1,0,3
S1188,1,1,1,1,1,0,1,6
S1189,1,1,1,0,1,0,0,4
S1190,1,1,1,1,1,1,0,6
S1191,1,1,1,1,0,0,0,4
S1192,1,1,1,0,1,1,0,5
S1193,1,1,1,1,0,1,1,6
S1194,1,0,1,0,0,0,0,2
S1195,0,0,0,0,1,0,0,1
S1196,1,1,1,0,0,1,0,4
S1197,1,1,1,1,1,0,0,5
S1198,1,1,1,0,0,1,0,4
S1199,1,0,1,0,1,0,0,3
S1200,0,0,0,0,1,0,0,1
S1201,1,1,1,0,1,0,0,4
S1202,1,1,1,1,1,0,0,5
S1203,1,0,1,1,1,1,0,5
S1204,1,1,1,1,1,0,1,6
S1205,1,1,1,1,1,0,1,6
S1206,1,1,1,1,1,0,0,5
S1207,1,1,1,1,1,0,0,5
S1208,1,1,1,0,0,0,0,3
S1209,1,1,1,0,1,0,0,4
S1210,1,0,1,1,0,1,0,4
S1211,0,0,1,0,1,0,1,3
S1212,1,1,1,0,1,1,0,5
S1213,0,1,1,1,1,1,0,5
S1214,1,1,1,1,1,0,0,5
S1215,1,1,1,0,1,0,0,4
S1216,0,1,1,1,0,0,0,3
S1217,1,1,1,1,1,0,1,6
S1218,1,1,1,0,1,1,0,5
S1219,1,1,1,0,0,1,0,4
S1220,1,0,1,0,0,0,0,2
S1221,0,0,0,1,1,1,1,4
S1222,1,1,0,1,0,1,0,4
S1223,0,0,1,0,0,0,0,1
S1224,1,1,1,1,1,1,0,6
S1225,1,0,1,1,1,0,0,4
S1226,1,1,1,1,1,0,1,6
S1227,1,0,0,0,1,1,0,3
S1228,1,1,1,0,1,1,0,5
S1229,0,1,1,0,1,0,0,3
S1230,1,1,1,0,1,0,1,5
S1231,0,0,1,0,1,0,0,2
S1232,0,0,1,0,0,0,0,1
S1233,1,1,1,0,1,0,0,4
S1234,1,1,1,0,1,0,0,4
S1235,1,1,1,0,1,0,0,4
S1236,1,0,1,0,1,0,0,3
S1237,1,1,1,0,1,0,0,4
S1238,1,1,1,0,1,0,0,4
S1239,1,1,1,1,1,0,1,6
S1240,1,0,1,0,1,0,0,3
S1241,1,1,1,1,1,0,0,5
S1242,1,1,0,1,1,0,0,4
S1243,0,0,1,0,1,0,0,2
S1244,1,1,0,0,0,0,0,2
S1245,1,1,1,0,1,0,0,4
S1246,1,1,1,0,0,1,0,4
S1247,0,1,1,1,1,0,1,5
S1248,0,1,1,1,1,1,1,6
S1249,1,0,1,1,0,1,0,4
S1250,1,1,1,1,0,0,0,4
S1251,1,1,1,1,1,1,0,6
S1252,1,1,1,1,0,0,0,4
S1253,1,1,1,1,1,1,0,6
S1254,1,1,1,1,0,0,0,4
S1255,1,1,1,1,0,0,0,4
S1256,1,1,1,0,1,0,0,4
S1257,1,0,1,1,1,0,0,4
S1258,1,1,1,1,0,1,0,5
S1259,1,1,1,1,1,1,0,6
S1260,1,0,1,0,0,0,0,2
S1261,1,0,1,0,1,0,0,3
S1262,1,1,1,1,1,0,0,5
S1263,1,1,1,1,1,0,1,6
S1264,1,1,1,1,0,0,0,4
S1265,1,1,0,0,1,1,0,4
S1266,1,1,1,0,1,1,0,5
S1267,0,1,1,1,1,0,1,5
S1268,0,0,1,0,0,0,0,1
S1269,1,1,1,0,1,1,0,5
S1270,1,1,1,0,1,0,0,4
S1271,1,1,1,1,1,0,0,5
S1272,1,1,1,1,0,1,1,6
S1273,1,0,1,0,1,1,0,4
S1274,1,1,1,1,1,0,1,6
S1275,0,0,0,1,1,0,0,2
S1276,0,1,1,1,0,0,0,3
S1277,1,1,1,1,1,1,0,6
S1278,1,1,1,1,1,1,0,6
S1279,1,1,1,0,1,0,0,4
S1280,1,1,1,0,1,0,0,4
S1281,1,0,0,0,1,0,0,2
S1282,0,1,1,1,0,0,0,3
S1283,1,1,1,0,0,0,0,3
S1284,1,1,0,1,0,0,0,3
S1285,1,1,1,0,0,0,0,3
S1286,1,1,1,0,1,0,0,4
S1287,1,0,1,0,1,1,0,4
S1288,0,0,1,0,0,0,0,1
S1289,1,1,1,1,1,0,1,6
S1290,1,1,1,1,1,0,1,6
S1291,0,1,1,1,1,0,1,5
S1292,1,1,0,0,1,0,1,4
S1293,1,0,1,1,0,0,0,3
S1294,1,1,0,1,1,1,1,6
S1295,1,0,1,0,1,0,0,3
S1296,1,1,1,1,1,0,1,6
S1297,0,1,1,1,1,0,0,4
S1298,0,1,1,1,0,0,0,3
S1299,0,1,0,0,1,0,1,3
S1300,1,0,0,1,0,1,0,3
S1301,1,1,1,1,0,0,1,5
S1302,0,1,1,1,1,1,0,5
S1303,1,1,1,0,1,1,0,5
S1304,1,1,0,0,1,1,1,5
S1305,1,1,1,1,1,1,1,7
S1306,1,0,1,0,1,0,1,4
S1307,0,1,1,1,0,0,0,3
S1308,1,1,1,1,1,1,0,6
S1309,1,1,1,0,1,1,0,5
S1310,1,1,1,0,1,0,1,5
S1311,1,1,1,0,1,0,1,5
S1312,1,0,1,0,1,0,0,3
S1313,1,1,1,1,1,0,0,5
S1314,1,1,1,0,1,1,0,5
S1315,1,1,1,1,1,0,1,6
S1316,1,1,1,0,1,1,0,5
S1317,1,1,1,0,1,0,1,5
S1318,1,1,1,1,1,0,1,6
S1319,1,1,1,0,0,1,0,4
S1320,0,0,1,1,1,0,0,3
S1321,0,1,0,1,1,0,0,3
S1322,1,0,1,1,1,0,0,4
S1323,1,1,1,1,0,0,0,4
S1324,1,1,1,1,0,0,0,4
S1325,1,1,1,1,0,0,0,4
S1326,1,1,1,1,1,0,0,5
S1327,1,1,1,1,1,0,0,5
S1328,1,1,1,0,0,0,0,3
S1329,1,0,1,0,1,1,0,4
S1330,1,1,1,1,1,0,1,6
S1331,1,0,1,0,1,0,0,3
S1332,1,1,1,0,0,0,0,3
S1333,1,0,1,0,0,1,0,3
S1334,1,1,1,0,1,0,0,4
S1335,0,1,1,0,0,0,0,2
S1336,1,1,1,0,1,1,0,5
S1337,1,1,1,0,1,0,0,4
S1338,1,0,1,0,1,0,0,3
S1339,1,1,1,0,1,0,0,4
S1340,1,1,1,1,1,0,0,5
S1341,1,0,1,0,1,0,0,3
S1342,1,1,1,1,1,1,0,6
S1343,1,1,1,1,1,1,0,6
S1344,1,1,1,0,0,0,0,3
S1345,1,1,1,0,1,0,0,4
S1346,1,1,1,0,1,0,0,4
S1347,1,1,1,0,0,0,0,3
S1348,1,1,1,0,1,1,0,5
S1349,1,1,1,1,1,0,0,5
S1350,1,1,1,1,1,1,0,6
S1351,1,1,0,1,1,0,0,4
S1352,0,1,0,0,1,0,0,2
S1353,1,1,1,1,1,1,0,6
S1354,0,0,1,1,1,0,0,3
S1355,1,1,1,1,1,0,0,5
S1356,1,1,1,0,1,0,0,4
S1357,1,1,1,1,1,1,0,6
S1358,1,1,0,0,0,0,0,2
S1359,1,1,1,1,1,0,0,5
S1360,1,1,1,1,1,0,1,6
S1361,0,1,1,1,1,1,0,5
S1362,0,1,1,1,1,0,0,4
S1363,1,1,0,1,0,1,0,4
S1364,1,1,1,0,1,1,0,5
S1365,1,1,1,1,1,0,1,6
S1366,0,1,1,0,0,0,0,2
S1367,0,1,1,1,1,1,0,5
S1368,1,0,1,0,0,1,0,3
S1369,1,1,1,0,1,0,0,4
S1370,1,1,1,1,1,1,1,7
S1371,0,1,1,1,1,0,1,5
S1372,1,0,1,1,1,1,0,5
S1373,1,1,1,0,1,0,0,4
S1374,1,1,0,1,1,0,0,4
S1375,0,1,1,1,1,0,1,5
S1376,0,0,1,0,1,1,1,4
S1377,1,1,1,1,1,0,0,5
S1378,1,1,1,1,1,0,0,5
S1379,1,0,1,0,1,0,0,3
S1380,1,1,1,1,1,1,0,6
S1381,0,1,1,0,0,0,0,2
S1382,1,1,1,1,1,0,0,5
S1383,1,1,1,1,1,0,0,5
S1384,0,1,1,1,0,0,0,3
S1385,1,0,1,0,0,1,1,4
S1386,0,1,1,0,1,1,0,4
S1387,1,1,1,1,1,0,0,5
S1388,1,1,0,1,1,0,0,4
S1389,0,1,1,1,1,0,0,4
