student_id,technical_skill_count,skill_gap_count,missing_skills_list,missing_skills_count,python_gap,sql_gap,excel_gap,power_bi_gap,dsa_gap,cloud_gap,cybersecurity_gap
S0293,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0294,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0295,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0296,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0297,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0298,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0299,3,4,SQL Database; Advanced Excel; Cloud Computing; Cybersecurity,4,0,1,1,0,0,1,1
S0300,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0301,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0302,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0303,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0304,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0305,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0306,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0307,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0308,7,0,None,0,0,0,0,0,0,0,0
S0309,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0310,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S0311,3,4,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,4,1,1,0,1,0,0,1
S0312,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0313,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0314,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0315,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0316,7,0,None,0,0,0,0,0,0,0,0
S0317,6,1,SQL Database,1,0,1,0,0,0,0,0
S0318,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0319,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0320,4,3,Python Programming; SQL Database; Cloud Computing,3,1,1,0,0,0,1,0
S0321,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S0322,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0323,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0324,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0325,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0326,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0327,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0328,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0329,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,0,1,1,0,1,1
S0330,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0331,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0332,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0333,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0334,5,2,Advanced Excel; Power BI / Visuals,2,0,0,1,1,0,0,0
S0335,3,4,Python Programming; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,1,0,0,1,1,0,1
S0336,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0337,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0338,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0339,3,4,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,1,0,0,1,1,1
S0340,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0341,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0342,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0343,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0344,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0345,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0346,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0347,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0348,4,3,Python Programming; Power BI / Visuals; Cloud Computing,3,1,0,0,1,0,1,0
S0349,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0350,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0351,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0352,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0353,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0354,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0355,7,0,None,0,0,0,0,0,0,0,0
S0356,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0357,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0358,4,3,Python Programming; Data Structures & Algo; Cybersecurity,3,1,0,0,0,1,0,1
S0359,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0360,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0361,4,3,Advanced Excel; Power BI / Visuals; Data Structures & Algo,3,0,0,1,1,1,0,0
S0362,7,0,None,0,0,0,0,0,0,0,0
S0363,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0364,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0365,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0366,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0367,4,3,SQL Database; Data Structures & Algo; Cybersecurity,3,0,1,0,0,1,0,1
S0368,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0369,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0370,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0371,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0372,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0373,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0374,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0375,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0376,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0377,3,4,Python Programming; Advanced Excel; Cloud Computing; Cybersecurity,4,1,0,1,0,0,1,1
S0378,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0379,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0380,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0381,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0382,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0383,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0384,7,0,None,0,0,0,0,0,0,0,0
S0385,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0386,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0387,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0388,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0389,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0390,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0391,4,3,Advanced Excel; Data Structures & Algo; Cloud Computing,3,0,0,1,0,1,1,0
S0392,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0393,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S0394,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0395,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0396,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0397,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0398,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0399,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0400,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0401,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0402,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0403,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0404,2,5,Python Programming; SQL Database; Advanced Excel; Cloud Computing; Cybersecurity,5,1,1,1,0,0,1,1
S0405,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0406,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0407,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0408,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0409,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0410,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0411,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0412,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0413,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0414,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0415,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0416,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0417,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0418,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S0419,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0420,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0421,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0422,4,3,SQL Database; Power BI / Visuals; Data Structures & Algo,3,0,1,0,1,1,0,0
S0423,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0424,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0425,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0426,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0427,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0428,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0429,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0430,5,2,Power BI / Visuals; Data Structures & Algo,2,0,0,0,1,1,0,0
S0431,3,4,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,4,1,1,0,1,0,0,1
S0432,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0433,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0434,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0435,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0436,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0437,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0438,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0439,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0440,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0441,7,0,None,0,0,0,0,0,0,0,0
S0442,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S0443,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,0,0,1,1,1,1,0
S0444,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0445,4,3,Advanced Excel; Data Structures & Algo; Cloud Computing,3,0,0,1,0,1,1,0
S0446,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0447,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S0448,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0449,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0450,4,3,Power BI / Visuals; Data Structures & Algo; Cloud Computing,3,0,0,0,1,1,1,0
S0451,3,4,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing,4,1,0,1,1,0,1,0
S0452,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0453,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0454,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0455,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0456,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0457,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0458,6,1,Data Structures & Algo,1,0,0,0,0,1,0,0
S0459,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0460,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0461,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0462,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0463,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0464,4,3,Power BI / Visuals; Data Structures & Algo; Cloud Computing,3,0,0,0,1,1,1,0
S0465,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0466,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0467,7,0,None,0,0,0,0,0,0,0,0
S0468,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0469,3,4,SQL Database; Advanced Excel; Cloud Computing; Cybersecurity,4,0,1,1,0,0,1,1
S0470,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0471,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0472,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0473,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0474,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0475,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,0,1,1,0,1,1
S0476,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0477,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0478,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S0479,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0480,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0481,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0482,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0483,4,3,Python Programming; SQL Database; Cybersecurity,3,1,1,0,0,0,0,1
S0484,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0485,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0486,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0487,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0488,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0489,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0490,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0491,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,4,0,1,1,1,0,0,1
S0492,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0493,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0494,4,3,Python Programming; Power BI / Visuals; Cybersecurity,3,1,0,0,1,0,0,1
S0495,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0496,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0497,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0498,7,0,None,0,0,0,0,0,0,0,0
S0499,4,3,Python Programming; SQL Database; Cloud Computing,3,1,1,0,0,0,1,0
S0500,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0501,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0502,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S0503,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0504,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0505,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0506,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0507,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0508,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0509,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0510,3,4,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,1,0,0,1,1,1,0
S0511,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0512,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S0513,3,4,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing,4,1,1,0,1,0,1,0
S0514,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0515,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0516,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0517,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0518,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0519,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0520,2,5,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,5,1,1,1,1,0,0,1
S0521,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0522,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0523,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S0524,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0525,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0526,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0527,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0528,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0529,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,5,1,0,1,1,1,0,1
S0530,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0531,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0532,4,3,Advanced Excel; Power BI / Visuals; Data Structures & Algo,3,0,0,1,1,1,0,0
S0533,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0534,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0535,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0536,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0537,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0538,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0539,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,0,1,1,0,1,1
S0540,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0541,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0542,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S0543,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0544,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0545,0,7,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,7,1,1,1,1,1,1,1
S0546,1,6,SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,0,1,1,1,1,1,1
S0547,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0548,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0549,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,0,1,0,1,1,1,0
S0550,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0551,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0552,4,3,Python Programming; Data Structures & Algo; Cybersecurity,3,1,0,0,0,1,0,1
S0553,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0554,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0555,7,0,None,0,0,0,0,0,0,0,0
S0556,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0557,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0558,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0559,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0560,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0561,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0562,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0563,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0564,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0565,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0566,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0567,3,4,Python Programming; Advanced Excel; Cloud Computing; Cybersecurity,4,1,0,1,0,0,1,1
S0568,2,5,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,5,1,1,0,1,1,0,1
S0569,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0570,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0571,5,2,Advanced Excel; Cloud Computing,2,0,0,1,0,0,1,0
S0572,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0573,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0574,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0575,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0576,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0577,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0578,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,4,0,1,1,1,0,1,0
S0579,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S0580,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0581,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0582,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0583,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
