student_id,cgpa,coding_score,technical_skill_count,segment_code,segment_name,assignment_rule
S0226,6.65,74.51,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0227,8.2,73.14,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0228,7.96,64.31,1,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0229,8.9,98.5,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0230,5.59,83.11,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0231,5.82,80.98,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0232,6.8,74.63,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0233,6.13,49.69,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0234,6.69,68.46,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0235,6.32,53.27,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0236,6.88,66.72,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0237,5.93,58.61,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0238,5.72,55.96,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0239,7.82,86.56,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0240,8.35,73.51,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0241,8.47,95.05,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0242,8.41,68.9,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0243,7.82,68.48,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0244,7.89,82.79,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0245,8.15,79.5,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0246,9.85,70.09,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0247,8.6,73.11,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0248,6.76,73.75,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0249,9.33,73.67,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0250,6.54,64.73,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0251,6.75,81.64,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0252,7.03,84.75,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0253,7.48,81.83,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0254,6.76,81.38,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0255,9.15,91.68,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0256,8.52,86.69,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0257,6.97,69.4,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0258,6.23,73.86,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0259,5.58,44.69,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0260,7.12,86.34,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0261,7.26,72.44,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0262,7.33,53.55,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0263,6.31,83.49,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0264,5.85,62.09,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0265,7.07,62.15,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0266,7.84,82.11,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0267,8.51,88.84,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0268,7.32,53.0,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0269,6.64,80.86,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0270,7.7,64.58,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0271,6.24,72.71,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0272,9.33,86.99,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0273,6.05,67.24,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0274,5.56,74.54,7,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0275,6.03,53.3,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0276,8.67,80.9,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0277,7.73,58.71,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0278,6.98,87.99,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0279,9.47,89.77,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0280,9.44,90.3,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0281,6.12,78.23,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0282,6.74,61.34,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0283,6.22,86.25,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0284,6.95,90.63,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0285,6.01,79.78,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0286,8.22,61.84,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0287,7.35,82.31,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0288,5.51,51.71,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0289,5.71,61.37,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0290,8.71,75.94,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0291,7.39,66.38,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0292,5.06,79.89,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0293,7.87,83.37,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0294,6.65,70.14,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0295,7.32,46.69,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0296,6.33,62.78,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0297,8.87,72.72,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0298,7.57,77.63,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0299,8.05,81.31,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0300,8.34,60.56,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0301,6.63,53.19,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0302,7.52,73.61,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0303,6.87,60.24,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0304,6.84,62.47,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0305,6.19,86.2,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0306,7.39,62.97,1,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0307,7.13,59.03,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0308,6.28,59.16,7,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0309,9.26,83.93,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0310,8.11,74.37,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0311,5.94,89.27,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0312,7.45,55.78,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0313,5.9,59.16,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0314,7.35,80.45,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0315,6.52,67.34,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0316,8.61,96.25,7,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0317,5.78,61.15,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0318,6.93,73.06,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0319,8.46,86.83,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0320,7.2,73.06,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0321,7.32,73.54,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0322,8.88,78.0,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0323,6.45,70.63,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0324,9.29,80.37,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0325,8.27,78.25,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0326,6.4,56.25,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0327,5.01,72.31,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0328,7.07,69.19,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0329,7.06,71.82,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0330,8.65,98.5,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0331,6.68,79.47,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0332,5.53,63.92,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0333,6.06,62.16,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0334,8.06,77.76,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0335,7.41,74.34,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0336,7.95,67.22,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0337,6.0,62.29,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0338,6.72,55.23,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0339,6.61,60.47,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0340,7.75,78.45,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0341,6.52,62.5,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0342,8.23,68.67,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0343,6.36,69.0,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0344,7.78,68.82,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0345,7.23,61.03,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0346,6.71,86.95,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0347,7.55,75.99,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0348,6.62,78.28,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0349,6.27,79.48,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0350,7.55,74.22,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0351,6.97,95.15,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0352,8.77,89.31,2,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0353,8.68,67.58,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0354,7.27,66.28,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0355,7.8,75.48,7,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0356,7.35,68.7,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0357,8.13,79.13,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0358,6.65,58.07,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0359,7.6,72.27,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0360,7.18,69.6,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0361,7.59,45.8,4,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0362,5.46,53.43,7,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0363,9.35,98.5,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0364,5.79,54.27,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0365,7.65,83.74,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0366,9.03,71.01,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0367,6.31,70.2,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0368,6.13,73.81,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0369,5.56,58.52,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0370,8.07,81.04,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0371,4.93,61.11,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0372,7.85,82.36,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0373,6.66,69.88,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0374,6.95,75.44,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0375,8.1,95.47,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0376,7.35,77.3,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0377,6.32,61.0,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0378,7.74,73.28,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0379,6.32,76.07,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0380,7.81,65.82,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0381,7.32,62.77,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0382,8.1,70.93,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0383,8.08,56.64,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0384,8.58,81.92,7,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0385,9.82,98.5,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0386,7.32,78.57,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0387,4.56,71.44,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0388,6.85,58.63,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0389,6.64,68.28,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0390,6.16,68.93,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0391,5.99,67.24,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0392,6.11,58.1,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0393,6.71,80.93,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0394,7.14,73.48,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0395,9.39,80.13,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0396,8.3,77.57,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0397,6.57,50.73,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0398,7.39,67.65,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0399,6.4,68.02,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0400,7.23,83.68,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0401,7.67,62.82,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0402,6.89,75.81,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0403,6.33,68.16,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0404,5.38,54.49,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0405,8.87,85.32,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0406,6.81,79.17,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0407,9.02,80.93,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0408,7.28,86.33,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0409,6.19,67.6,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0410,6.04,66.3,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0411,8.05,88.85,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0412,6.1,66.53,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0413,5.54,59.4,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0414,5.9,75.41,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0415,6.57,61.0,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0416,5.37,70.71,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0417,8.18,77.32,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0418,7.81,80.38,6,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0419,6.53,67.86,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0420,6.87,77.01,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0421,8.3,84.81,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0422,5.87,82.43,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0423,8.58,75.83,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0424,7.5,72.09,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0425,6.03,74.73,6,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0426,7.41,59.14,2,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0427,7.58,65.76,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0428,7.5,62.6,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0429,6.06,66.03,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0430,6.5,86.44,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0431,7.23,55.29,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0432,9.11,76.82,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0433,7.55,72.21,5,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0434,9.02,64.07,6,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0435,6.72,62.09,1,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0436,9.59,80.56,4,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0437,6.06,60.21,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0438,6.97,76.47,4,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0439,5.4,77.14,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0440,8.72,89.2,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0441,7.52,74.09,7,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0442,6.97,76.12,5,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0443,7.65,63.57,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0444,6.72,86.77,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0445,6.64,52.37,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0446,7.03,68.25,5,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0447,9.6,75.94,3,SEG-Q3,Academic Generalists,CGPA >= 7.50 AND (Coding < 75.0 OR Skills < 4)
S0448,6.88,95.86,6,SEG-Q2,Technical Specialists,CGPA < 7.50 AND Coding >= 75.0 AND Skills >= 4
S0449,7.57,84.33,5,SEG-Q1,Comprehensive High Performers,CGPA >= 7.50 AND Coding >= 75.0 AND Skills >= 4
S0450,7.29,71.54,4,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
S0451,6.66,84.49,3,SEG-Q4,High Support Priority,CGPA < 7.50 AND Coding < 75.0 AND Skills < 4
