student_id,component,raw_value,normalized_score,weight,weighted_contribution
S0434,Internships,1.0,50.0,0.15,7.5
S0434,Communication,74.13,74.13,0.1,7.413
S0435,Technical Skills,1.0,14.2857,0.25,3.5714
S0435,Aptitude Score,59.36,59.36,0.2,11.872
S0435,CGPA,6.72,67.2,0.15,10.08
S0435,Projects,0.0,0.0,0.15,0.0
S0435,Internships,1.0,50.0,0.15,7.5
S0435,Communication,69.56,69.56,0.1,6.956
S0436,Technical Skills,4.0,57.1429,0.25,14.2857
S0436,Aptitude Score,87.4,87.4,0.2,17.48
S0436,CGPA,9.59,95.9,0.15,14.385
S0436,Projects,3.0,100.0,0.15,15.0
S0436,Internships,1.0,50.0,0.15,7.5
S0436,Communication,81.37,81.37,0.1,8.137
S0437,Technical Skills,3.0,42.8571,0.25,10.7143
S0437,Aptitude Score,68.08,68.08,0.2,13.616
S0437,CGPA,6.06,60.6,0.15,9.09
S0437,Projects,1.0,33.3333,0.15,5.0
S0437,Internships,0.0,0.0,0.15,0.0
S0437,Communication,70.53,70.53,0.1,7.053
S0438,Technical Skills,4.0,57.1429,0.25,14.2857
S0438,Aptitude Score,53.1,53.1,0.2,10.62
S0438,CGPA,6.97,69.7,0.15,10.455
S0438,Projects,3.0,100.0,0.15,15.0
S0438,Internships,0.0,0.0,0.15,0.0
S0438,Communication,91.63,91.63,0.1,9.163
S0439,Technical Skills,5.0,71.4286,0.25,17.8571
S0439,Aptitude Score,81.02,81.02,0.2,16.204
S0439,CGPA,5.4,54.0,0.15,8.1
S0439,Projects,2.0,66.6667,0.15,10.0
S0439,Internships,0.0,0.0,0.15,0.0
S0439,Communication,84.9,84.9,0.1,8.49
S0440,Technical Skills,3.0,42.8571,0.25,10.7143
S0440,Aptitude Score,68.32,68.32,0.2,13.664
S0440,CGPA,8.72,87.2,0.15,13.08
S0440,Projects,0.0,0.0,0.15,0.0
S0440,Internships,1.0,50.0,0.15,7.5
S0440,Communication,96.0,96.0,0.1,9.6
S0441,Technical Skills,7.0,100.0,0.25,25.0
S0441,Aptitude Score,53.72,53.72,0.2,10.744
S0441,CGPA,7.52,75.2,0.15,11.28
S0441,Projects,1.0,33.3333,0.15,5.0
S0441,Internships,1.0,50.0,0.15,7.5
S0441,Communication,96.0,96.0,0.1,9.6
S0442,Technical Skills,5.0,71.4286,0.25,17.8571
S0442,Aptitude Score,48.6,48.6,0.2,9.72
S0442,CGPA,6.97,69.7,0.15,10.455
S0442,Projects,2.0,66.6667,0.15,10.0
S0442,Internships,2.0,100.0,0.15,15.0
S0442,Communication,95.81,95.81,0.1,9.581
S0443,Technical Skills,3.0,42.8571,0.25,10.7143
S0443,Aptitude Score,63.99,63.99,0.2,12.798
S0443,CGPA,7.65,76.5,0.15,11.475
S0443,Projects,1.0,33.3333,0.15,5.0
S0443,Internships,1.0,50.0,0.15,7.5
S0443,Communication,74.79,74.79,0.1,7.479
S0444,Technical Skills,3.0,42.8571,0.25,10.7143
S0444,Aptitude Score,68.98,68.98,0.2,13.796
S0444,CGPA,6.72,67.2,0.15,10.08
S0444,Projects,2.0,66.6667,0.15,10.0
S0444,Internships,1.0,50.0,0.15,7.5
S0444,Communication,56.55,56.55,0.1,5.655
S0445,Technical Skills,4.0,57.1429,0.25,14.2857
S0445,Aptitude Score,59.65,59.65,0.2,11.93
S0445,CGPA,6.64,66.4,0.15,9.96
S0445,Projects,1.0,33.3333,0.15,5.0
S0445,Internships,1.0,50.0,0.15,7.5
S0445,Communication,96.0,96.0,0.1,9.6
S0446,Technical Skills,5.0,71.4286,0.25,17.8571
S0446,Aptitude Score,81.82,81.82,0.2,16.364
S0446,CGPA,7.03,70.3,0.15,10.545
S0446,Projects,2.0,66.6667,0.15,10.0
S0446,Internships,0.0,0.0,0.15,0.0
S0446,Communication,70.75,70.75,0.1,7.075
S0447,Technical Skills,3.0,42.8571,0.25,10.7143
S0447,Aptitude Score,82.01,82.01,0.2,16.402
S0447,CGPA,9.6,96.0,0.15,14.4
S0447,Projects,2.0,66.6667,0.15,10.0
S0447,Internships,2.0,100.0,0.15,15.0
S0447,Communication,91.32,91.32,0.1,9.132
S0448,Technical Skills,6.0,85.7143,0.25,21.4286
S0448,Aptitude Score,70.34,70.34,0.2,14.068
S0448,CGPA,6.88,68.8,0.15,10.32
S0448,Projects,5.0,100.0,0.15,15.0
S0448,Internships,0.0,0.0,0.15,0.0
S0448,Communication,55.54,55.54,0.1,5.554
S0449,Technical Skills,5.0,71.4286,0.25,17.8571
S0449,Aptitude Score,70.02,70.02,0.2,14.004
S0449,CGPA,7.57,75.7,0.15,11.355
S0449,Projects,2.0,66.6667,0.15,10.0
S0449,Internships,1.0,50.0,0.15,7.5
S0449,Communication,85.24,85.24,0.1,8.524
S0450,Technical Skills,4.0,57.1429,0.25,14.2857
S0450,Aptitude Score,84.54,84.54,0.2,16.908
S0450,CGPA,7.29,72.9,0.15,10.935
S0450,Projects,1.0,33.3333,0.15,5.0
S0450,Internships,0.0,0.0,0.15,0.0
S0450,Communication,95.46,95.46,0.1,9.546
S0451,Technical Skills,3.0,42.8571,0.25,10.7143
S0451,Aptitude Score,90.12,90.12,0.2,18.024
S0451,CGPA,6.66,66.6,0.15,9.99
S0451,Projects,0.0,0.0,0.15,0.0
S0451,Internships,2.0,100.0,0.15,15.0
S0451,Communication,80.16,80.16,0.1,8.016
S0452,Technical Skills,4.0,57.1429,0.25,14.2857
S0452,Aptitude Score,74.53,74.53,0.2,14.906
S0452,CGPA,8.26,82.6,0.15,12.39
S0452,Projects,4.0,100.0,0.15,15.0
S0452,Internships,0.0,0.0,0.15,0.0
S0452,Communication,92.3,92.3,0.1,9.23
S0453,Technical Skills,5.0,71.4286,0.25,17.8571
S0453,Aptitude Score,92.11,92.11,0.2,18.422
S0453,CGPA,7.26,72.6,0.15,10.89
S0453,Projects,2.0,66.6667,0.15,10.0
S0453,Internships,1.0,50.0,0.15,7.5
S0453,Communication,80.58,80.58,0.1,8.058
S0454,Technical Skills,4.0,57.1429,0.25,14.2857
S0454,Aptitude Score,62.45,62.45,0.2,12.49
S0454,CGPA,7.8,78.0,0.15,11.7
S0454,Projects,2.0,66.6667,0.15,10.0
S0454,Internships,1.0,50.0,0.15,7.5
S0454,Communication,68.09,68.09,0.1,6.809
S0455,Technical Skills,3.0,42.8571,0.25,10.7143
S0455,Aptitude Score,78.38,78.38,0.2,15.676
S0455,CGPA,7.13,71.3,0.15,10.695
S0455,Projects,3.0,100.0,0.15,15.0
S0455,Internships,3.0,100.0,0.15,15.0
S0455,Communication,96.0,96.0,0.1,9.6
S0456,Technical Skills,3.0,42.8571,0.25,10.7143
S0456,Aptitude Score,64.7,64.7,0.2,12.94
S0456,CGPA,7.26,72.6,0.15,10.89
S0456,Projects,2.0,66.6667,0.15,10.0
S0456,Internships,2.0,100.0,0.15,15.0
S0456,Communication,86.66,86.66,0.1,8.666
S0457,Technical Skills,3.0,42.8571,0.25,10.7143
S0457,Aptitude Score,85.88,85.88,0.2,17.176
S0457,CGPA,5.9,59.0,0.15,8.85
S0457,Projects,4.0,100.0,0.15,15.0
S0457,Internships,0.0,0.0,0.15,0.0
S0457,Communication,68.21,68.21,0.1,6.821
S0458,Technical Skills,6.0,85.7143,0.25,21.4286
S0458,Aptitude Score,80.35,80.35,0.2,16.07
S0458,CGPA,7.81,78.1,0.15,11.715
S0458,Projects,9.0,100.0,0.15,15.0
S0458,Internships,0.0,0.0,0.15,0.0
S0458,Communication,87.27,87.27,0.1,8.727
S0459,Technical Skills,5.0,71.4286,0.25,17.8571
S0459,Aptitude Score,79.72,79.72,0.2,15.944
S0459,CGPA,8.63,86.3,0.15,12.945
S0459,Projects,2.0,66.6667,0.15,10.0
S0459,Internships,0.0,0.0,0.15,0.0
S0459,Communication,88.28,88.28,0.1,8.828
S0460,Technical Skills,5.0,71.4286,0.25,17.8571
S0460,Aptitude Score,61.52,61.52,0.2,12.304
S0460,CGPA,7.0,70.0,0.15,10.5
S0460,Projects,4.0,100.0,0.15,15.0
S0460,Internships,1.0,50.0,0.15,7.5
S0460,Communication,96.0,96.0,0.1,9.6
S0461,Technical Skills,4.0,57.1429,0.25,14.2857
S0461,Aptitude Score,75.63,75.63,0.2,15.126
S0461,CGPA,7.48,74.8,0.15,11.22
S0461,Projects,2.0,66.6667,0.15,10.0
S0461,Internships,0.0,0.0,0.15,0.0
S0461,Communication,70.4,70.4,0.1,7.04
S0462,Technical Skills,6.0,85.7143,0.25,21.4286
S0462,Aptitude Score,66.6,66.6,0.2,13.32
S0462,CGPA,8.66,86.6,0.15,12.99
S0462,Projects,1.0,33.3333,0.15,5.0
S0462,Internships,2.0,100.0,0.15,15.0
S0462,Communication,96.0,96.0,0.1,9.6
S0463,Technical Skills,2.0,28.5714,0.25,7.1429
S0463,Aptitude Score,61.91,61.91,0.2,12.382
S0463,CGPA,6.03,60.3,0.15,9.045
S0463,Projects,1.0,33.3333,0.15,5.0
S0463,Internships,1.0,50.0,0.15,7.5
S0463,Communication,69.4,69.4,0.1,6.94
S0464,Technical Skills,4.0,57.1429,0.25,14.2857
S0464,Aptitude Score,79.65,79.65,0.2,15.93
S0464,CGPA,8.28,82.8,0.15,12.42
S0464,Projects,2.0,66.6667,0.15,10.0
S0464,Internships,1.0,50.0,0.15,7.5
S0464,Communication,74.6,74.6,0.1,7.46
S0465,Technical Skills,4.0,57.1429,0.25,14.2857
S0465,Aptitude Score,80.33,80.33,0.2,16.066
S0465,CGPA,7.84,78.4,0.15,11.76
S0465,Projects,2.0,66.6667,0.15,10.0
S0465,Internships,1.0,50.0,0.15,7.5
S0465,Communication,80.52,80.52,0.1,8.052
S0466,Technical Skills,3.0,42.8571,0.25,10.7143
S0466,Aptitude Score,69.13,69.13,0.2,13.826
S0466,CGPA,7.37,73.7,0.15,11.055
S0466,Projects,1.0,33.3333,0.15,5.0
S0466,Internships,1.0,50.0,0.15,7.5
S0466,Communication,47.75,47.75,0.1,4.775
S0467,Technical Skills,7.0,100.0,0.25,25.0
S0467,Aptitude Score,64.32,64.32,0.2,12.864
S0467,CGPA,5.67,56.7,0.15,8.505
S0467,Projects,3.0,100.0,0.15,15.0
S0467,Internships,1.0,50.0,0.15,7.5
S0467,Communication,72.34,72.34,0.1,7.234
S0468,Technical Skills,5.0,71.4286,0.25,17.8571
S0468,Aptitude Score,97.0,97.0,0.2,19.4
S0468,CGPA,8.83,88.3,0.15,13.245
S0468,Projects,1.0,33.3333,0.15,5.0
S0468,Internships,2.0,100.0,0.15,15.0
S0468,Communication,83.9,83.9,0.1,8.39
S0469,Technical Skills,3.0,42.8571,0.25,10.7143
S0469,Aptitude Score,55.45,55.45,0.2,11.09
S0469,CGPA,6.06,60.6,0.15,9.09
S0469,Projects,0.0,0.0,0.15,0.0
S0469,Internships,1.0,50.0,0.15,7.5
S0469,Communication,63.09,63.09,0.1,6.309
S0470,Technical Skills,4.0,57.1429,0.25,14.2857
S0470,Aptitude Score,67.91,67.91,0.2,13.582
S0470,CGPA,6.65,66.5,0.15,9.975
S0470,Projects,2.0,66.6667,0.15,10.0
S0470,Internships,0.0,0.0,0.15,0.0
S0470,Communication,72.11,72.11,0.1,7.211
S0471,Technical Skills,6.0,85.7143,0.25,21.4286
S0471,Aptitude Score,75.84,75.84,0.2,15.168
S0471,CGPA,6.39,63.9,0.15,9.585
S0471,Projects,4.0,100.0,0.15,15.0
S0471,Internships,0.0,0.0,0.15,0.0
S0471,Communication,81.21,81.21,0.1,8.121
S0472,Technical Skills,5.0,71.4286,0.25,17.8571
S0472,Aptitude Score,69.07,69.07,0.2,13.814
S0472,CGPA,7.64,76.4,0.15,11.46
S0472,Projects,1.0,33.3333,0.15,5.0
S0472,Internships,0.0,0.0,0.15,0.0
S0472,Communication,80.78,80.78,0.1,8.078
S0473,Technical Skills,5.0,71.4286,0.25,17.8571
S0473,Aptitude Score,73.26,73.26,0.2,14.652
S0473,CGPA,6.57,65.7,0.15,9.855
S0473,Projects,2.0,66.6667,0.15,10.0
S0473,Internships,1.0,50.0,0.15,7.5
S0473,Communication,57.37,57.37,0.1,5.737
S0474,Technical Skills,4.0,57.1429,0.25,14.2857
S0474,Aptitude Score,70.39,70.39,0.2,14.078
S0474,CGPA,6.84,68.4,0.15,10.26
S0474,Projects,2.0,66.6667,0.15,10.0
S0474,Internships,0.0,0.0,0.15,0.0
S0474,Communication,80.44,80.44,0.1,8.044
S0475,Technical Skills,2.0,28.5714,0.25,7.1429
S0475,Aptitude Score,43.45,43.45,0.2,8.69
S0475,CGPA,5.04,50.4,0.15,7.56
S0475,Projects,2.0,66.6667,0.15,10.0
S0475,Internships,2.0,100.0,0.15,15.0
S0475,Communication,81.68,81.68,0.1,8.168
S0476,Technical Skills,3.0,42.8571,0.25,10.7143
S0476,Aptitude Score,43.39,43.39,0.2,8.678
S0476,CGPA,5.08,50.8,0.15,7.62
S0476,Projects,1.0,33.3333,0.15,5.0
S0476,Internships,2.0,100.0,0.15,15.0
S0476,Communication,56.62,56.62,0.1,5.662
S0477,Technical Skills,5.0,71.4286,0.25,17.8571
S0477,Aptitude Score,88.09,88.09,0.2,17.618
S0477,CGPA,7.08,70.8,0.15,10.62
S0477,Projects,3.0,100.0,0.15,15.0
S0477,Internships,1.0,50.0,0.15,7.5
S0477,Communication,93.26,93.26,0.1,9.326
S0478,Technical Skills,2.0,28.5714,0.25,7.1429
S0478,Aptitude Score,60.92,60.92,0.2,12.184
S0478,CGPA,6.97,69.7,0.15,10.455
S0478,Projects,1.0,33.3333,0.15,5.0
S0478,Internships,1.0,50.0,0.15,7.5
S0478,Communication,91.0,91.0,0.1,9.1
S0479,Technical Skills,4.0,57.1429,0.25,14.2857
S0479,Aptitude Score,83.67,83.67,0.2,16.734
S0479,CGPA,6.57,65.7,0.15,9.855
S0479,Projects,2.0,66.6667,0.15,10.0
S0479,Internships,0.0,0.0,0.15,0.0
S0479,Communication,82.17,82.17,0.1,8.217
S0480,Technical Skills,4.0,57.1429,0.25,14.2857
S0480,Aptitude Score,52.46,52.46,0.2,10.492
S0480,CGPA,7.3,73.0,0.15,10.95
S0480,Projects,0.0,0.0,0.15,0.0
S0480,Internships,1.0,50.0,0.15,7.5
S0480,Communication,91.5,91.5,0.1,9.15
S0481,Technical Skills,5.0,71.4286,0.25,17.8571
S0481,Aptitude Score,74.77,74.77,0.2,14.954
S0481,CGPA,6.2,62.0,0.15,9.3
S0481,Projects,1.0,33.3333,0.15,5.0
S0481,Internships,2.0,100.0,0.15,15.0
S0481,Communication,96.0,96.0,0.1,9.6
S0482,Technical Skills,2.0,28.5714,0.25,7.1429
S0482,Aptitude Score,85.94,85.94,0.2,17.188
S0482,CGPA,9.21,92.1,0.15,13.815
S0482,Projects,8.0,100.0,0.15,15.0
S0482,Internships,0.0,0.0,0.15,0.0
S0482,Communication,95.24,95.24,0.1,9.524
S0483,Technical Skills,4.0,57.1429,0.25,14.2857
S0483,Aptitude Score,72.96,72.96,0.2,14.592
S0483,CGPA,7.43,74.3,0.15,11.145
S0483,Projects,1.0,33.3333,0.15,5.0
S0483,Internships,0.0,0.0,0.15,0.0
S0483,Communication,96.0,96.0,0.1,9.6
S0484,Technical Skills,5.0,71.4286,0.25,17.8571
S0484,Aptitude Score,89.62,89.62,0.2,17.924
S0484,CGPA,7.8,78.0,0.15,11.7
S0484,Projects,0.0,0.0,0.15,0.0
S0484,Internships,0.0,0.0,0.15,0.0
S0484,Communication,70.19,70.19,0.1,7.019
S0485,Technical Skills,5.0,71.4286,0.25,17.8571
S0485,Aptitude Score,66.88,66.88,0.2,13.376
S0485,CGPA,7.56,75.6,0.15,11.34
S0485,Projects,3.0,100.0,0.15,15.0
S0485,Internships,1.0,50.0,0.15,7.5
S0485,Communication,94.44,94.44,0.1,9.444
S0486,Technical Skills,5.0,71.4286,0.25,17.8571
S0486,Aptitude Score,78.62,78.62,0.2,15.724
S0486,CGPA,9.71,97.1,0.15,14.565
S0486,Projects,1.0,33.3333,0.15,5.0
S0486,Internships,0.0,0.0,0.15,0.0
S0486,Communication,93.78,93.78,0.1,9.378
S0487,Technical Skills,6.0,85.7143,0.25,21.4286
S0487,Aptitude Score,80.35,80.35,0.2,16.07
S0487,CGPA,6.94,69.4,0.15,10.41
S0487,Projects,3.0,100.0,0.15,15.0
S0487,Internships,1.0,50.0,0.15,7.5
S0487,Communication,69.05,69.05,0.1,6.905
S0488,Technical Skills,5.0,71.4286,0.25,17.8571
S0488,Aptitude Score,97.0,97.0,0.2,19.4
S0488,CGPA,8.98,89.8,0.15,13.47
S0488,Projects,2.0,66.6667,0.15,10.0
S0488,Internships,1.0,50.0,0.15,7.5
S0488,Communication,78.51,78.51,0.1,7.851
S0489,Technical Skills,6.0,85.7143,0.25,21.4286
S0489,Aptitude Score,90.31,90.31,0.2,18.062
S0489,CGPA,8.73,87.3,0.15,13.095
S0489,Projects,4.0,100.0,0.15,15.0
S0489,Internships,0.0,0.0,0.15,0.0
S0489,Communication,66.38,66.38,0.1,6.638
S0490,Technical Skills,4.0,57.1429,0.25,14.2857
S0490,Aptitude Score,95.32,95.32,0.2,19.064
S0490,CGPA,6.77,67.7,0.15,10.155
S0490,Projects,1.0,33.3333,0.15,5.0
S0490,Internships,0.0,0.0,0.15,0.0
S0490,Communication,96.0,96.0,0.1,9.6
S0491,Technical Skills,3.0,42.8571,0.25,10.7143
S0491,Aptitude Score,82.12,82.12,0.2,16.424
S0491,CGPA,6.54,65.4,0.15,9.81
S0491,Projects,4.0,100.0,0.15,15.0
S0491,Internships,2.0,100.0,0.15,15.0
S0491,Communication,96.0,96.0,0.1,9.6
S0492,Technical Skills,5.0,71.4286,0.25,17.8571
S0492,Aptitude Score,88.31,88.31,0.2,17.662
S0492,CGPA,7.67,76.7,0.15,11.505
S0492,Projects,0.0,0.0,0.15,0.0
S0492,Internships,0.0,0.0,0.15,0.0
S0492,Communication,78.85,78.85,0.1,7.885
S0493,Technical Skills,4.0,57.1429,0.25,14.2857
S0493,Aptitude Score,62.08,62.08,0.2,12.416
S0493,CGPA,8.53,85.3,0.15,12.795
S0493,Projects,4.0,100.0,0.15,15.0
S0493,Internships,1.0,50.0,0.15,7.5
S0493,Communication,96.0,96.0,0.1,9.6
S0494,Technical Skills,4.0,57.1429,0.25,14.2857
S0494,Aptitude Score,70.74,70.74,0.2,14.148
S0494,CGPA,8.16,81.6,0.15,12.24
S0494,Projects,1.0,33.3333,0.15,5.0
S0494,Internships,1.0,50.0,0.15,7.5
S0494,Communication,96.0,96.0,0.1,9.6
S0495,Technical Skills,5.0,71.4286,0.25,17.8571
S0495,Aptitude Score,50.4,50.4,0.2,10.08
S0495,CGPA,5.09,50.9,0.15,7.635
S0495,Projects,1.0,33.3333,0.15,5.0
S0495,Internships,0.0,0.0,0.15,0.0
S0495,Communication,77.39,77.39,0.1,7.739
S0496,Technical Skills,6.0,85.7143,0.25,21.4286
S0496,Aptitude Score,56.85,56.85,0.2,11.37
S0496,CGPA,7.27,72.7,0.15,10.905
S0496,Projects,7.0,100.0,0.15,15.0
S0496,Internships,1.0,50.0,0.15,7.5
S0496,Communication,73.09,73.09,0.1,7.309
S0497,Technical Skills,6.0,85.7143,0.25,21.4286
S0497,Aptitude Score,75.44,75.44,0.2,15.088
S0497,CGPA,5.82,58.2,0.15,8.73
S0497,Projects,2.0,66.6667,0.15,10.0
S0497,Internships,1.0,50.0,0.15,7.5
S0497,Communication,74.7,74.7,0.1,7.47
S0498,Technical Skills,7.0,100.0,0.25,25.0
S0498,Aptitude Score,65.81,65.81,0.2,13.162
S0498,CGPA,8.38,83.8,0.15,12.57
S0498,Projects,4.0,100.0,0.15,15.0
S0498,Internships,0.0,0.0,0.15,0.0
S0498,Communication,82.21,82.21,0.1,8.221
S0499,Technical Skills,4.0,57.1429,0.25,14.2857
S0499,Aptitude Score,50.01,50.01,0.2,10.002
S0499,CGPA,6.09,60.9,0.15,9.135
S0499,Projects,2.0,66.6667,0.15,10.0
S0499,Internships,1.0,50.0,0.15,7.5
S0499,Communication,77.96,77.96,0.1,7.796
S0500,Technical Skills,5.0,71.4286,0.25,17.8571
S0500,Aptitude Score,66.0,66.0,0.2,13.2
S0500,CGPA,8.17,81.7,0.15,12.255
S0500,Projects,2.0,66.6667,0.15,10.0
S0500,Internships,0.0,0.0,0.15,0.0
S0500,Communication,69.54,69.54,0.1,6.954
S0501,Technical Skills,4.0,57.1429,0.25,14.2857
S0501,Aptitude Score,93.81,93.81,0.2,18.762
S0501,CGPA,7.78,77.8,0.15,11.67
S0501,Projects,2.0,66.6667,0.15,10.0
S0501,Internships,0.0,0.0,0.15,0.0
S0501,Communication,87.26,87.26,0.1,8.726
S0502,Technical Skills,3.0,42.8571,0.25,10.7143
S0502,Aptitude Score,46.77,46.77,0.2,9.354
S0502,CGPA,6.72,67.2,0.15,10.08
S0502,Projects,1.0,33.3333,0.15,5.0
S0502,Internships,1.0,50.0,0.15,7.5
S0502,Communication,76.34,76.34,0.1,7.634
S0503,Technical Skills,5.0,71.4286,0.25,17.8571
S0503,Aptitude Score,73.33,73.33,0.2,14.666
S0503,CGPA,7.3,73.0,0.15,10.95
S0503,Projects,2.0,66.6667,0.15,10.0
S0503,Internships,1.0,50.0,0.15,7.5
S0503,Communication,47.4,47.4,0.1,4.74
S0504,Technical Skills,4.0,57.1429,0.25,14.2857
S0504,Aptitude Score,52.07,52.07,0.2,10.414
S0504,CGPA,5.37,53.7,0.15,8.055
S0504,Projects,3.0,100.0,0.15,15.0
S0504,Internships,2.0,100.0,0.15,15.0
S0504,Communication,75.82,75.82,0.1,7.582
S0505,Technical Skills,4.0,57.1429,0.25,14.2857
S0505,Aptitude Score,75.55,75.55,0.2,15.11
S0505,CGPA,7.08,70.8,0.15,10.62
S0505,Projects,1.0,33.3333,0.15,5.0
S0505,Internships,5.0,100.0,0.15,15.0
S0505,Communication,84.22,84.22,0.1,8.422
S0506,Technical Skills,4.0,57.1429,0.25,14.2857
S0506,Aptitude Score,56.02,56.02,0.2,11.204
S0506,CGPA,5.82,58.2,0.15,8.73
S0506,Projects,0.0,0.0,0.15,0.0
S0506,Internships,3.0,100.0,0.15,15.0
S0506,Communication,58.48,58.48,0.1,5.848
S0507,Technical Skills,3.0,42.8571,0.25,10.7143
S0507,Aptitude Score,65.39,65.39,0.2,13.078
S0507,CGPA,5.63,56.3,0.15,8.445
S0507,Projects,1.0,33.3333,0.15,5.0
S0507,Internships,2.0,100.0,0.15,15.0
S0507,Communication,86.22,86.22,0.1,8.622
S0508,Technical Skills,4.0,57.1429,0.25,14.2857
S0508,Aptitude Score,79.82,79.82,0.2,15.964
S0508,CGPA,6.41,64.1,0.15,9.615
S0508,Projects,4.0,100.0,0.15,15.0
S0508,Internships,1.0,50.0,0.15,7.5
S0508,Communication,73.5,73.5,0.1,7.35
S0509,Technical Skills,4.0,57.1429,0.25,14.2857
S0509,Aptitude Score,76.1,76.1,0.2,15.22
S0509,CGPA,8.02,80.2,0.15,12.03
S0509,Projects,3.0,100.0,0.15,15.0
S0509,Internships,0.0,0.0,0.15,0.0
S0509,Communication,83.54,83.54,0.1,8.354
S0510,Technical Skills,3.0,42.8571,0.25,10.7143
S0510,Aptitude Score,73.33,73.33,0.2,14.666
S0510,CGPA,6.78,67.8,0.15,10.17
S0510,Projects,2.0,66.6667,0.15,10.0
S0510,Internships,1.0,50.0,0.15,7.5
S0510,Communication,73.53,73.53,0.1,7.353
S0511,Technical Skills,4.0,57.1429,0.25,14.2857
S0511,Aptitude Score,79.53,79.53,0.2,15.906
S0511,CGPA,8.36,83.6,0.15,12.54
S0511,Projects,1.0,33.3333,0.15,5.0
S0511,Internships,2.0,100.0,0.15,15.0
S0511,Communication,85.75,85.75,0.1,8.575
S0512,Technical Skills,2.0,28.5714,0.25,7.1429
S0512,Aptitude Score,63.24,63.24,0.2,12.648
S0512,CGPA,7.77,77.7,0.15,11.655
S0512,Projects,3.0,100.0,0.15,15.0
S0512,Internships,0.0,0.0,0.15,0.0
S0512,Communication,84.63,84.63,0.1,8.463
S0513,Technical Skills,3.0,42.8571,0.25,10.7143
S0513,Aptitude Score,94.1,94.1,0.2,18.82
S0513,CGPA,6.09,60.9,0.15,9.135
S0513,Projects,3.0,100.0,0.15,15.0
S0513,Internships,0.0,0.0,0.15,0.0
S0513,Communication,91.29,91.29,0.1,9.129
S0514,Technical Skills,6.0,85.7143,0.25,21.4286
S0514,Aptitude Score,51.11,51.11,0.2,10.222
S0514,CGPA,6.47,64.7,0.15,9.705
S0514,Projects,3.0,100.0,0.15,15.0
S0514,Internships,0.0,0.0,0.15,0.0
S0514,Communication,94.51,94.51,0.1,9.451
S0515,Technical Skills,4.0,57.1429,0.25,14.2857
S0515,Aptitude Score,78.98,78.98,0.2,15.796
S0515,CGPA,8.55,85.5,0.15,12.825
S0515,Projects,2.0,66.6667,0.15,10.0
S0515,Internships,0.0,0.0,0.15,0.0
S0515,Communication,74.31,74.31,0.1,7.431
S0516,Technical Skills,4.0,57.1429,0.25,14.2857
S0516,Aptitude Score,76.37,76.37,0.2,15.274
S0516,CGPA,9.33,93.3,0.15,13.995
S0516,Projects,2.0,66.6667,0.15,10.0
S0516,Internships,2.0,100.0,0.15,15.0
S0516,Communication,73.89,73.89,0.1,7.389
S0517,Technical Skills,3.0,42.8571,0.25,10.7143
S0517,Aptitude Score,70.79,70.79,0.2,14.158
S0517,CGPA,7.57,75.7,0.15,11.355
S0517,Projects,3.0,100.0,0.15,15.0
S0517,Internships,1.0,50.0,0.15,7.5
S0517,Communication,93.12,93.12,0.1,9.312
S0518,Technical Skills,2.0,28.5714,0.25,7.1429
S0518,Aptitude Score,68.89,68.89,0.2,13.778
S0518,CGPA,7.03,70.3,0.15,10.545
S0518,Projects,3.0,100.0,0.15,15.0
S0518,Internships,1.0,50.0,0.15,7.5
S0518,Communication,96.0,96.0,0.1,9.6
S0519,Technical Skills,3.0,42.8571,0.25,10.7143
S0519,Aptitude Score,56.41,56.41,0.2,11.282
S0519,CGPA,5.11,51.1,0.15,7.665
S0519,Projects,4.0,100.0,0.15,15.0
S0519,Internships,0.0,0.0,0.15,0.0
S0519,Communication,82.09,82.09,0.1,8.209
S0520,Technical Skills,2.0,28.5714,0.25,7.1429
S0520,Aptitude Score,81.38,81.38,0.2,16.276
S0520,CGPA,7.98,79.8,0.15,11.97
S0520,Projects,2.0,66.6667,0.15,10.0
S0520,Internships,2.0,100.0,0.15,15.0
S0520,Communication,65.76,65.76,0.1,6.576
S0521,Technical Skills,4.0,57.1429,0.25,14.2857
S0521,Aptitude Score,79.41,79.41,0.2,15.882
S0521,CGPA,7.1,71.0,0.15,10.65
S0521,Projects,1.0,33.3333,0.15,5.0
S0521,Internships,0.0,0.0,0.15,0.0
S0521,Communication,82.34,82.34,0.1,8.234
S0522,Technical Skills,2.0,28.5714,0.25,7.1429
S0522,Aptitude Score,76.41,76.41,0.2,15.282
S0522,CGPA,7.91,79.1,0.15,11.865
S0522,Projects,1.0,33.3333,0.15,5.0
S0522,Internships,1.0,50.0,0.15,7.5
S0522,Communication,91.33,91.33,0.1,9.133
S0523,Technical Skills,5.0,71.4286,0.25,17.8571
S0523,Aptitude Score,96.17,96.17,0.2,19.234
S0523,CGPA,8.58,85.8,0.15,12.87
S0523,Projects,2.0,66.6667,0.15,10.0
S0523,Internships,2.0,100.0,0.15,15.0
S0523,Communication,66.68,66.68,0.1,6.668
S0524,Technical Skills,6.0,85.7143,0.25,21.4286
S0524,Aptitude Score,79.85,79.85,0.2,15.97
S0524,CGPA,7.62,76.2,0.15,11.43
S0524,Projects,1.0,33.3333,0.15,5.0
S0524,Internships,0.0,0.0,0.15,0.0
S0524,Communication,80.97,80.97,0.1,8.097
