student_id,technical_skill_count,skill_gap_count,technical_skill_component,technical_skill_contribution,aptitude_score,aptitude_component,aptitude_contribution,cgpa,cgpa_component,cgpa_contribution,projects,projects_component,projects_contribution,internships,internships_component,internships_contribution,communication_score,communication_component,communication_contribution,pri_score,readiness_category,missing_skills,preparation_segment
S0187,2,5,28.57142857142857,7.142857142857142,51.59,51.59,10.318000000000001,6.66,66.60000000000001,9.99,0,0.0,0.0,0,0.0,0.0,40.34,40.34,4.034000000000001,31.48,High Improvement Priority,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0188,5,2,71.42857142857143,17.857142857142858,71.44,71.44,14.288,9.45,94.5,14.174999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,85.0,85.0,8.5,72.32,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0189,7,0,100.0,25.0,70.68,70.68,14.136000000000003,7.77,77.69999999999999,11.654999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,70.68,70.68,7.068000000000001,62.86,Moderate Readiness,,Comprehensive High Performers
S0190,2,5,28.57142857142857,7.142857142857142,75.49,75.49,15.097999999999999,7.32,73.2,10.98,4,100.0,15.0,1,50.0,7.5,77.4,77.4,7.740000000000001,63.46,Moderate Readiness,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0191,2,5,28.57142857142857,7.142857142857142,51.16,51.16,10.232,7.56,75.6,11.339999999999998,3,100.0,15.0,1,50.0,7.5,65.7,65.7,6.57,57.78,Needs Improvement,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0192,3,4,42.857142857142854,10.714285714285714,74.08,74.08,14.816,6.54,65.4,9.81,3,100.0,15.0,1,50.0,7.5,69.91,69.91,6.991,64.83,Moderate Readiness,Python Programming; Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0193,4,3,57.14285714285714,14.285714285714285,69.38,69.38,13.876,6.02,60.199999999999996,9.03,2,66.66666666666666,9.999999999999998,0,0.0,0.0,82.55,82.55,8.255,55.45,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0194,5,2,71.42857142857143,17.857142857142858,64.3,64.3,12.86,6.65,66.5,9.975,2,66.66666666666666,9.999999999999998,0,0.0,0.0,78.83,78.83,7.883,58.58,Needs Improvement,Cloud Computing; Cybersecurity,High Support Priority
S0195,5,2,71.42857142857143,17.857142857142858,67.09,67.09,13.418000000000001,7.01,70.1,10.514999999999999,0,0.0,0.0,1,50.0,7.5,72.24,72.24,7.224,56.51,Needs Improvement,Advanced Excel; Cybersecurity,Technical Specialists
S0196,6,1,85.71428571428571,21.428571428571427,81.89,81.89,16.378,8.04,80.39999999999999,12.059999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,92.06,92.06,9.206000000000001,69.07,Moderate Readiness,Cloud Computing,Academic Generalists
S0197,3,4,42.857142857142854,10.714285714285714,53.23,53.23,10.646,5.85,58.5,8.775,4,100.0,15.0,2,100.0,15.0,68.24,68.24,6.824,66.96,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0198,2,5,28.57142857142857,7.142857142857142,97.0,97.0,19.400000000000002,9.31,93.10000000000001,13.965000000000002,2,66.66666666666666,9.999999999999998,0,0.0,0.0,58.26,58.26,5.8260000000000005,56.33,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0199,6,1,85.71428571428571,21.428571428571427,72.46,72.46,14.491999999999999,6.5,65.0,9.75,1,33.33333333333333,4.999999999999999,2,100.0,15.0,96.0,96.0,9.600000000000001,75.27,Moderate Readiness,Cybersecurity,High Support Priority
S0200,5,2,71.42857142857143,17.857142857142858,74.25,74.25,14.850000000000001,8.48,84.80000000000001,12.72,3,100.0,15.0,0,0.0,0.0,53.11,53.11,5.311,65.74,Moderate Readiness,Python Programming; Cloud Computing,Comprehensive High Performers
S0201,6,1,85.71428571428571,21.428571428571427,79.08,79.08,15.816,8.41,84.1,12.614999999999998,0,0.0,0.0,3,100.0,15.0,95.75,95.75,9.575000000000001,74.43,Moderate Readiness,Cybersecurity,Academic Generalists
S0202,4,3,57.14285714285714,14.285714285714285,94.95,94.95,18.990000000000002,9.39,93.9,14.085,3,100.0,15.0,2,100.0,15.0,96.0,96.0,9.600000000000001,86.96,High Readiness,Python Programming; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0203,6,1,85.71428571428571,21.428571428571427,85.36,85.36,17.072,9.44,94.39999999999999,14.159999999999998,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,62.26,Moderate Readiness,Power BI / Visuals,Academic Generalists
S0204,4,3,57.14285714285714,14.285714285714285,56.02,56.02,11.204,4.93,49.3,7.395,2,66.66666666666666,9.999999999999998,1,50.0,7.5,74.43,74.43,7.443000000000001,57.83,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0205,5,2,71.42857142857143,17.857142857142858,66.52,66.52,13.304,8.56,85.60000000000001,12.840000000000002,2,66.66666666666666,9.999999999999998,0,0.0,0.0,96.0,96.0,9.600000000000001,63.6,Moderate Readiness,SQL Database; Power BI / Visuals,Comprehensive High Performers
S0206,5,2,71.42857142857143,17.857142857142858,97.0,97.0,19.400000000000002,9.85,98.5,14.774999999999999,0,0.0,0.0,1,50.0,7.5,96.0,96.0,9.600000000000001,69.13,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0207,5,2,71.42857142857143,17.857142857142858,65.23,65.23,13.046000000000001,9.05,90.5,13.575,2,66.66666666666666,9.999999999999998,0,0.0,0.0,81.49,81.49,8.149,62.63,Moderate Readiness,Power BI / Visuals; Cloud Computing,Comprehensive High Performers
S0208,5,2,71.42857142857143,17.857142857142858,69.48,69.48,13.896,9.05,90.5,13.575,1,33.33333333333333,4.999999999999999,2,100.0,15.0,82.34,82.34,8.234,73.56,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0209,3,4,42.857142857142854,10.714285714285714,84.35,84.35,16.87,9.49,94.9,14.235000000000001,3,100.0,15.0,0,0.0,0.0,91.39,91.39,9.139000000000001,65.96,Moderate Readiness,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0210,4,3,57.14285714285714,14.285714285714285,93.35,93.35,18.669999999999998,8.61,86.1,12.915,1,33.33333333333333,4.999999999999999,1,50.0,7.5,84.65,84.65,8.465000000000002,66.84,Moderate Readiness,Python Programming; Cloud Computing; Cybersecurity,Academic Generalists
S0211,3,4,42.857142857142854,10.714285714285714,86.15,86.15,17.23,9.8,98.00000000000001,14.700000000000001,3,100.0,15.0,2,100.0,15.0,83.32,83.32,8.331999999999999,80.98,High Readiness,SQL Database; Advanced Excel; Data Structures & Algo; Cybersecurity,Academic Generalists
S0212,4,3,57.14285714285714,14.285714285714285,74.53,74.53,14.906,8.23,82.30000000000001,12.345,2,66.66666666666666,9.999999999999998,0,0.0,0.0,94.12,94.12,9.412,60.95,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0213,5,2,71.42857142857143,17.857142857142858,48.37,48.37,9.674,5.63,56.3,8.444999999999999,2,66.66666666666666,9.999999999999998,3,100.0,15.0,85.52,85.52,8.552,69.53,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S0214,4,3,57.14285714285714,14.285714285714285,91.08,91.08,18.216,6.7,67.0,10.049999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,95.29,95.29,9.529000000000002,62.08,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0215,3,4,42.857142857142854,10.714285714285714,73.18,73.18,14.636000000000003,5.83,58.3,8.745,4,100.0,15.0,0,0.0,0.0,55.82,55.82,5.582000000000001,54.68,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0216,4,3,57.14285714285714,14.285714285714285,58.21,58.21,11.642000000000001,4.4,44.00000000000001,6.6000000000000005,1,33.33333333333333,4.999999999999999,0,0.0,0.0,81.68,81.68,8.168000000000001,45.7,Needs Improvement,Python Programming; Cloud Computing; Cybersecurity,High Support Priority
S0217,4,3,57.14285714285714,14.285714285714285,71.0,71.0,14.200000000000001,7.1,71.0,10.65,3,100.0,15.0,0,0.0,0.0,81.37,81.37,8.137,62.27,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0218,4,3,57.14285714285714,14.285714285714285,70.6,70.6,14.12,7.67,76.7,11.505,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.53,66.53,6.6530000000000005,56.56,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0219,5,2,71.42857142857143,17.857142857142858,60.31,60.31,12.062000000000001,5.29,52.900000000000006,7.9350000000000005,2,66.66666666666666,9.999999999999998,1,50.0,7.5,60.59,60.59,6.059000000000001,61.41,Moderate Readiness,Power BI / Visuals; Cybersecurity,High Support Priority
S0220,5,2,71.42857142857143,17.857142857142858,70.72,70.72,14.144,8.02,80.19999999999999,12.029999999999998,2,66.66666666666666,9.999999999999998,1,50.0,7.5,73.46,73.46,7.346,68.88,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0221,5,2,71.42857142857143,17.857142857142858,94.97,94.97,18.994,9.63,96.30000000000001,14.445,4,100.0,15.0,1,50.0,7.5,87.59,87.59,8.759,82.56,High Readiness,Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S0222,4,3,57.14285714285714,14.285714285714285,82.83,82.83,16.566,9.41,94.10000000000001,14.115,0,0.0,0.0,0,0.0,0.0,66.01,66.01,6.601000000000001,51.57,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0223,5,2,71.42857142857143,17.857142857142858,81.29,81.29,16.258000000000003,7.83,78.3,11.745,3,100.0,15.0,5,100.0,15.0,76.65,76.65,7.665000000000001,83.53,High Readiness,Advanced Excel; Cybersecurity,Comprehensive High Performers
S0224,4,3,57.14285714285714,14.285714285714285,61.49,61.49,12.298000000000002,6.84,68.39999999999999,10.259999999999998,4,100.0,15.0,1,50.0,7.5,90.9,90.9,9.090000000000002,68.43,Moderate Readiness,Python Programming; Power BI / Visuals; Cloud Computing,Technical Specialists
S0225,3,4,42.857142857142854,10.714285714285714,60.4,60.4,12.08,5.6,55.99999999999999,8.399999999999999,3,100.0,15.0,0,0.0,0.0,88.82,88.82,8.882,55.08,Needs Improvement,SQL Database; Advanced Excel; Data Structures & Algo; Cybersecurity,High Support Priority
S0226,3,4,42.857142857142854,10.714285714285714,74.31,74.31,14.862000000000002,6.65,66.5,9.975,3,100.0,15.0,0,0.0,0.0,86.2,86.2,8.620000000000001,59.17,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0227,3,4,42.857142857142854,10.714285714285714,85.3,85.3,17.06,8.2,82.0,12.299999999999999,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,64.67,Moderate Readiness,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0228,1,6,14.285714285714285,3.571428571428571,88.83,88.83,17.766000000000002,7.96,79.60000000000001,11.940000000000001,2,66.66666666666666,9.999999999999998,1,50.0,7.5,79.82,79.82,7.981999999999999,58.76,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0229,5,2,71.42857142857143,17.857142857142858,71.47,71.47,14.294,8.9,89.0,13.35,4,100.0,15.0,0,0.0,0.0,69.03,69.03,6.9030000000000005,67.4,Moderate Readiness,Advanced Excel; Cybersecurity,Comprehensive High Performers
S0230,4,3,57.14285714285714,14.285714285714285,68.56,68.56,13.712000000000002,5.59,55.89999999999999,8.384999999999998,3,100.0,15.0,0,0.0,0.0,71.6,71.6,7.16,58.54,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S0231,4,3,57.14285714285714,14.285714285714285,71.58,71.58,14.316,5.82,58.20000000000001,8.73,4,100.0,15.0,0,0.0,0.0,80.82,80.82,8.081999999999999,60.41,Moderate Readiness,Python Programming; Cloud Computing; Cybersecurity,Technical Specialists
S0232,4,3,57.14285714285714,14.285714285714285,91.46,91.46,18.291999999999998,6.8,68.0,10.2,2,66.66666666666666,9.999999999999998,0,0.0,0.0,84.08,84.08,8.408,61.19,Moderate Readiness,SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S0233,3,4,42.857142857142854,10.714285714285714,68.24,68.24,13.648,6.13,61.3,9.194999999999999,0,0.0,0.0,0,0.0,0.0,60.63,60.63,6.063000000000001,39.62,High Improvement Priority,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0234,3,4,42.857142857142854,10.714285714285714,63.3,63.3,12.66,6.69,66.9,10.035,1,33.33333333333333,4.999999999999999,1,50.0,7.5,68.77,68.77,6.877,52.79,Needs Improvement,Python Programming; Advanced Excel; Data Structures & Algo; Cybersecurity,High Support Priority
S0235,4,3,57.14285714285714,14.285714285714285,68.35,68.35,13.67,6.32,63.2,9.48,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.98,66.98,6.698,54.13,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0236,3,4,42.857142857142854,10.714285714285714,65.0,65.0,13.0,6.88,68.8,10.319999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,84.09,84.09,8.409,52.44,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0237,4,3,57.14285714285714,14.285714285714285,67.92,67.92,13.584000000000001,5.93,59.3,8.895,2,66.66666666666666,9.999999999999998,1,50.0,7.5,63.71,63.71,6.371,60.64,Moderate Readiness,Python Programming; Cloud Computing; Cybersecurity,High Support Priority
S0238,6,1,85.71428571428571,21.428571428571427,72.41,72.41,14.482,5.72,57.199999999999996,8.579999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,63.04,63.04,6.304,55.79,Needs Improvement,Cybersecurity,High Support Priority
S0239,4,3,57.14285714285714,14.285714285714285,81.39,81.39,16.278000000000002,7.82,78.2,11.73,5,100.0,15.0,0,0.0,0.0,70.43,70.43,7.043000000000001,64.34,Moderate Readiness,SQL Database; Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S0240,2,5,28.57142857142857,7.142857142857142,59.89,59.89,11.978000000000002,8.35,83.5,12.525,1,33.33333333333333,4.999999999999999,0,0.0,0.0,79.78,79.78,7.978000000000001,44.62,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0241,4,3,57.14285714285714,14.285714285714285,85.17,85.17,17.034000000000002,8.47,84.7,12.705,2,66.66666666666666,9.999999999999998,2,100.0,15.0,88.72,88.72,8.872,77.9,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0242,4,3,57.14285714285714,14.285714285714285,76.09,76.09,15.218000000000002,8.41,84.1,12.614999999999998,1,33.33333333333333,4.999999999999999,1,50.0,7.5,90.29,90.29,9.029000000000002,63.65,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing,Academic Generalists
S0243,4,3,57.14285714285714,14.285714285714285,53.64,53.64,10.728000000000002,7.82,78.2,11.73,3,100.0,15.0,1,50.0,7.5,93.83,93.83,9.383000000000001,68.63,Moderate Readiness,Advanced Excel; Cloud Computing; Cybersecurity,Academic Generalists
S0244,6,1,85.71428571428571,21.428571428571427,80.12,80.12,16.024,7.89,78.89999999999999,11.834999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,70.16,70.16,7.016,66.3,Moderate Readiness,Cybersecurity,Comprehensive High Performers
S0245,3,4,42.857142857142854,10.714285714285714,68.0,68.0,13.600000000000001,8.15,81.5,12.225,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,61.14,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0246,5,2,71.42857142857143,17.857142857142858,90.33,90.33,18.066,9.85,98.5,14.774999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,77.1,77.1,7.71,68.41,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S0247,5,2,71.42857142857143,17.857142857142858,84.57,84.57,16.913999999999998,8.6,86.0,12.9,2,66.66666666666666,9.999999999999998,0,0.0,0.0,79.65,79.65,7.965000000000001,65.64,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S0248,4,3,57.14285714285714,14.285714285714285,57.97,57.97,11.594000000000001,6.76,67.6,10.139999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,82.92,82.92,8.292,54.31,Needs Improvement,Advanced Excel; Cloud Computing; Cybersecurity,High Support Priority
S0249,6,1,85.71428571428571,21.428571428571427,78.79,78.79,15.758000000000003,9.33,93.30000000000001,13.995000000000001,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,65.78,Moderate Readiness,Cybersecurity,Academic Generalists
S0250,5,2,71.42857142857143,17.857142857142858,54.17,54.17,10.834000000000001,6.54,65.4,9.81,2,66.66666666666666,9.999999999999998,1,50.0,7.5,82.51,82.51,8.251000000000001,64.25,Moderate Readiness,Power BI / Visuals; Cloud Computing,High Support Priority
S0251,3,4,42.857142857142854,10.714285714285714,71.5,71.5,14.3,6.75,67.5,10.125,2,66.66666666666666,9.999999999999998,2,100.0,15.0,91.45,91.45,9.145000000000001,69.28,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0252,5,2,71.42857142857143,17.857142857142858,66.79,66.79,13.358000000000002,7.03,70.30000000000001,10.545000000000002,6,100.0,15.0,0,0.0,0.0,89.42,89.42,8.942,65.7,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S0253,4,3,57.14285714285714,14.285714285714285,62.38,62.38,12.476,7.48,74.8,11.219999999999999,4,100.0,15.0,0,0.0,0.0,64.16,64.16,6.416,59.4,Needs Improvement,Advanced Excel; Data Structures & Algo; Cloud Computing,Technical Specialists
S0254,6,1,85.71428571428571,21.428571428571427,60.25,60.25,12.05,6.76,67.6,10.139999999999999,1,33.33333333333333,4.999999999999999,2,100.0,15.0,96.0,96.0,9.600000000000001,73.22,Moderate Readiness,Cloud Computing,Technical Specialists
S0255,5,2,71.42857142857143,17.857142857142858,82.25,82.25,16.45,9.15,91.5,13.725,3,100.0,15.0,0,0.0,0.0,47.04,47.04,4.704,67.74,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0256,4,3,57.14285714285714,14.285714285714285,80.28,80.28,16.056,8.52,85.2,12.78,5,100.0,15.0,0,0.0,0.0,81.93,81.93,8.193000000000001,66.31,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0257,3,4,42.857142857142854,10.714285714285714,52.88,52.88,10.576,6.97,69.69999999999999,10.454999999999998,3,100.0,15.0,0,0.0,0.0,78.21,78.21,7.821,54.57,Needs Improvement,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0258,4,3,57.14285714285714,14.285714285714285,65.07,65.07,13.014,6.23,62.3,9.344999999999999,0,0.0,0.0,0,0.0,0.0,63.83,63.83,6.383,43.03,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0259,4,3,57.14285714285714,14.285714285714285,58.82,58.82,11.764000000000001,5.58,55.800000000000004,8.370000000000001,2,66.66666666666666,9.999999999999998,3,100.0,15.0,55.31,55.31,5.531000000000001,64.95,Moderate Readiness,Advanced Excel; Data Structures & Algo; Cybersecurity,High Support Priority
S0260,4,3,57.14285714285714,14.285714285714285,67.07,67.07,13.414,7.12,71.2,10.68,4,100.0,15.0,1,50.0,7.5,81.03,81.03,8.103,68.98,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cybersecurity,Technical Specialists
S0261,4,3,57.14285714285714,14.285714285714285,71.39,71.39,14.278,7.26,72.6,10.889999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,58.9,58.9,5.890000000000001,62.84,Moderate Readiness,Python Programming; Cloud Computing; Cybersecurity,High Support Priority
S0262,3,4,42.857142857142854,10.714285714285714,73.46,73.46,14.692,7.33,73.3,10.995,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,46.0,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0263,6,1,85.71428571428571,21.428571428571427,63.34,63.34,12.668000000000001,6.31,63.1,9.465,5,100.0,15.0,0,0.0,0.0,78.63,78.63,7.8629999999999995,66.42,Moderate Readiness,Data Structures & Algo,Technical Specialists
S0264,4,3,57.14285714285714,14.285714285714285,72.82,72.82,14.564,5.85,58.5,8.775,6,100.0,15.0,1,50.0,7.5,63.23,63.23,6.323,66.45,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0265,6,1,85.71428571428571,21.428571428571427,58.03,58.03,11.606000000000002,7.07,70.7,10.605,0,0.0,0.0,3,100.0,15.0,92.01,92.01,9.201,67.84,Moderate Readiness,Cloud Computing,High Support Priority
S0266,5,2,71.42857142857143,17.857142857142858,61.8,61.8,12.36,7.84,78.4,11.76,2,66.66666666666666,9.999999999999998,2,100.0,15.0,96.0,96.0,9.600000000000001,76.58,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0267,5,2,71.42857142857143,17.857142857142858,79.74,79.74,15.948,8.51,85.1,12.764999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,89.39,89.39,8.939,65.51,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0268,2,5,28.57142857142857,7.142857142857142,59.5,59.5,11.9,7.32,73.2,10.98,1,33.33333333333333,4.999999999999999,0,0.0,0.0,79.47,79.47,7.947,42.97,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0269,4,3,57.14285714285714,14.285714285714285,60.8,60.8,12.16,6.64,66.39999999999999,9.959999999999999,0,0.0,0.0,1,50.0,7.5,83.09,83.09,8.309000000000001,52.21,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S0270,2,5,28.57142857142857,7.142857142857142,69.05,69.05,13.81,7.7,77.0,11.549999999999999,0,0.0,0.0,1,50.0,7.5,71.94,71.94,7.194,47.2,Needs Improvement,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0271,4,3,57.14285714285714,14.285714285714285,71.82,71.82,14.363999999999999,6.24,62.4,9.36,2,66.66666666666666,9.999999999999998,0,0.0,0.0,96.0,96.0,9.600000000000001,57.61,Needs Improvement,Advanced Excel; Power BI / Visuals; Cybersecurity,High Support Priority
S0272,3,4,42.857142857142854,10.714285714285714,88.35,88.35,17.669999999999998,9.33,93.30000000000001,13.995000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,87.66,87.66,8.766,61.15,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0273,4,3,57.14285714285714,14.285714285714285,68.16,68.16,13.632,6.05,60.5,9.075,0,0.0,0.0,1,50.0,7.5,77.31,77.31,7.731000000000001,52.22,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0274,7,0,100.0,25.0,70.28,70.28,14.056000000000001,5.56,55.599999999999994,8.339999999999998,4,100.0,15.0,0,0.0,0.0,51.23,51.23,5.123,67.52,Moderate Readiness,,High Support Priority
S0275,3,4,42.857142857142854,10.714285714285714,78.22,78.22,15.644,6.03,60.3,9.045,1,33.33333333333333,4.999999999999999,1,50.0,7.5,96.0,96.0,9.600000000000001,57.5,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,High Support Priority
S0276,6,1,85.71428571428571,21.428571428571427,86.67,86.67,17.334,8.67,86.7,13.005,3,100.0,15.0,1,50.0,7.5,63.48,63.48,6.348,80.62,High Readiness,Python Programming,Comprehensive High Performers
S0277,3,4,42.857142857142854,10.714285714285714,83.07,83.07,16.614,7.73,77.3,11.594999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,53.52,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0278,5,2,71.42857142857143,17.857142857142858,69.14,69.14,13.828000000000001,6.98,69.80000000000001,10.47,4,100.0,15.0,1,50.0,7.5,63.85,63.85,6.385000000000001,71.04,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S0279,4,3,57.14285714285714,14.285714285714285,93.05,93.05,18.61,9.47,94.7,14.205,2,66.66666666666666,9.999999999999998,1,50.0,7.5,82.66,82.66,8.266,72.87,Moderate Readiness,Advanced Excel; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0280,4,3,57.14285714285714,14.285714285714285,80.94,80.94,16.188,9.44,94.39999999999999,14.159999999999998,3,100.0,15.0,0,0.0,0.0,71.75,71.75,7.175000000000001,66.81,Moderate Readiness,Advanced Excel; Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S0281,2,5,28.57142857142857,7.142857142857142,74.31,74.31,14.862000000000002,6.12,61.199999999999996,9.18,1,33.33333333333333,4.999999999999999,1,50.0,7.5,71.19,71.19,7.119,50.8,Needs Improvement,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0282,4,3,57.14285714285714,14.285714285714285,63.76,63.76,12.752,6.74,67.4,10.110000000000001,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,51.75,Needs Improvement,Advanced Excel; Power BI / Visuals; Cybersecurity,High Support Priority
S0283,5,2,71.42857142857143,17.857142857142858,61.03,61.03,12.206000000000001,6.22,62.2,9.33,3,100.0,15.0,1,50.0,7.5,68.56,68.56,6.856000000000001,68.75,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S0284,4,3,57.14285714285714,14.285714285714285,84.18,84.18,16.836000000000002,6.95,69.5,10.424999999999999,2,66.66666666666666,9.999999999999998,2,100.0,15.0,65.14,65.14,6.514,73.06,Moderate Readiness,Advanced Excel; Cloud Computing; Cybersecurity,Technical Specialists
S0285,5,2,71.42857142857143,17.857142857142858,83.25,83.25,16.650000000000002,6.01,60.099999999999994,9.014999999999999,0,0.0,0.0,1,50.0,7.5,70.8,70.8,7.08,58.1,Needs Improvement,Power BI / Visuals; Cybersecurity,Technical Specialists
S0286,3,4,42.857142857142854,10.714285714285714,90.56,90.56,18.112000000000002,8.22,82.2,12.33,1,33.33333333333333,4.999999999999999,1,50.0,7.5,82.34,82.34,8.234,61.89,Moderate Readiness,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0287,5,2,71.42857142857143,17.857142857142858,68.28,68.28,13.656,7.35,73.5,11.025,2,66.66666666666666,9.999999999999998,1,50.0,7.5,67.85,67.85,6.785,66.82,Moderate Readiness,Power BI / Visuals; Cybersecurity,Technical Specialists
S0288,5,2,71.42857142857143,17.857142857142858,70.6,70.6,14.12,5.51,55.099999999999994,8.264999999999999,1,33.33333333333333,4.999999999999999,3,100.0,15.0,91.3,91.3,9.13,69.37,Moderate Readiness,Advanced Excel; Cybersecurity,High Support Priority
